run,seed,episode,outcome,failure_mode,steps,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,success_shape_yaw_error_deg,final_shape_yaw_error_deg,final_peg_tilt_angle_deg,low_z_misaligned_steps,insert_band_misaligned_steps,visual_yaw_align_steps,visual_yaw_align_blocked_steps,final_servo_descent_steps,final_servo_recovery_triggers,fixture_clearance_steps,last_pre_dist_xy,last_pre_z_above_target,last_true_signed_yaw_deg,last_pred_signed_yaw_deg,last_pose_ik_target_square_yaw_error_deg,last_final_servo_phase,last_visual_yaw_reason,top_visual_yaw_reasons,temporal_gate_steps,low_visibility_brake_steps,target_hold_steps,aligned_descent_steps,blocked_down_rows,visible_prediction_rows,high_pred_rows,sign_mismatch_rows,high_error_rows,correct_high_yaw_visible_rows,correct_high_yaw_xy_gate_rows,correct_high_yaw_raw_norm_gate_rows,correct_high_yaw_inactive_rows,max_pred_abs_yaw_deg,max_truth_abs_yaw_deg,max_pred_truth_abs_error_deg,final_window_pred_abs_mean_deg,final_window_truth_abs_mean_deg,final_window_pred_truth_abs_error_mean_deg
baseline,906510,10,success,success,514,0.002071,0.004277,0.000241,0.000777,9.998,9.998,0.028,0,0,213,262,331,1,0,0.001817,0.004611,9.998,-0.738,nan,square_fast_settle,target_hold_z_gate,target_hold_z_gate:167;applied:159;inactive_phase:105,0,0,195,55,262,241,9,0,0,6,0,0,0,169.556,173.773,27.494,1.512,11.181,12.667
baseline,906511,11,success,success,366,0.001969,0.009797,0.000227,0.009797,3.068,3.068,0.098,0,0,120,42,59,0,0,0.001979,0.011135,-3.068,-1.718,nan,square_fast_settle,aligned_descent_latch,inactive_phase:246;applied:64;aligned_descent:28,0,0,0,56,42,120,8,0,0,4,0,0,0,172.891,175.860,26.643,1.675,1.963,0.801
baseline,906512,12,success,success,270,0.002008,0.009046,0.000013,0.009046,4.951,4.951,0.039,0,0,135,65,68,0,0,0.002057,0.010424,4.951,-2.955,nan,square_fast_settle,aligned_descent_latch,inactive_phase:122;applied:93;aligned_descent_latch:37,0,0,12,42,65,147,9,0,0,5,0,0,0,170.709,174.016,26.113,1.962,2.176,4.138
baseline,906513,13,success,success,350,0.002033,0.008832,0.000132,0.008832,4.448,4.448,0.033,0,0,134,55,61,0,0,0.002208,0.010288,4.448,-2.598,nan,square_fast_settle,aligned_descent_latch,inactive_phase:216;applied:79;aligned_descent:38,0,0,0,55,55,134,9,0,0,6,0,0,0,173.135,179.984,27.030,1.818,3.696,5.515
baseline,906514,14,success,success,398,0.001721,0.009317,0.000377,0.009317,6.822,6.822,0.889,0,0,136,87,90,1,0,0.001627,0.010670,6.822,2.099,nan,square_fast_settle,aligned_descent_latch,inactive_phase:109;applied:88;raw_norm_gate:77,0,2,0,48,87,136,99,71,37,14,0,0,0,172.588,179.667,119.494,2.181,3.533,1.438
baseline,906515,15,success,success,347,0.002392,0.009385,0.000310,0.009385,7.843,7.843,0.065,0,0,110,44,69,0,0,0.002128,0.010131,7.843,-2.508,nan,square_fast_settle,applied,inactive_phase:220;applied:54;aligned_descent_latch:50,0,0,17,60,44,127,8,0,0,5,0,0,0,178.541,174.241,28.243,1.805,5.074,6.872
baseline,906516,16,success,success,220,0.002104,0.009498,0.000338,0.009498,2.374,2.374,0.065,0,0,136,51,61,0,0,0.001945,0.011126,2.374,-2.400,nan,square_fast_settle,aligned_descent_latch,applied:97;inactive_phase:84;aligned_descent:25,0,0,0,39,51,136,9,0,0,6,0,0,0,165.647,171.743,25.712,1.864,1.287,2.468
baseline,906517,17,timeout,timeout_wrong_yaw_basin,1000,0.159268,0.043922,0.015109,0.033162,172.836,172.836,0.538,62,0,58,67,0,2,0,0.160568,0.043741,-172.836,173.347,nan,recover_recenter,xy_gate,xy_gate:597;inactive_phase:283;applied:58,0,9,0,0,67,58,115,53,43,29,0,0,0,179.869,179.816,128.173,148.234,159.942,25.756
baseline,906518,18,success,success,252,0.001365,0.009558,0.000335,0.009558,0.540,0.540,0.060,0,0,125,43,62,0,0,0.001337,0.010942,0.540,-2.144,nan,square_fast_settle,aligned_descent_latch,inactive_phase:126;applied:72;aligned_descent_latch:30,0,0,1,54,43,126,8,0,0,5,0,0,0,178.867,173.748,24.479,1.792,0.843,2.635
baseline,906519,19,success,success,268,0.001795,0.009051,0.000398,0.009051,1.713,1.713,0.042,0,0,126,50,68,0,0,0.001973,0.010386,1.713,-2.779,nan,square_fast_settle,aligned_descent_latch,inactive_phase:131;applied:70;aligned_descent_latch:34,0,0,11,56,50,137,9,0,0,6,0,0,0,176.400,175.648,26.100,1.902,0.776,2.287
baseline,908500,0,success,success,236,0.001483,0.009998,0.000267,0.009998,0.868,0.868,0.042,0,0,136,51,56,0,0,0.001533,0.011425,0.868,-2.071,nan,square_fast_settle,aligned_descent_latch,inactive_phase:100;applied:83;aligned_descent:47,0,0,0,53,51,136,9,0,1,5,0,0,0,170.751,177.789,30.281,1.735,1.874,3.610
baseline,908501,1,success,success,345,0.002146,0.009197,0.000225,0.009197,5.401,5.401,0.035,0,0,177,104,74,0,0,0.002011,0.010736,5.401,-2.529,nan,square_fast_settle,aligned_descent_latch,inactive_phase:137;applied:136;aligned_descent_latch:38,0,1,29,41,104,206,10,0,1,4,0,0,0,176.696,179.956,32.010,2.166,1.710,2.850
baseline,908502,2,success,success,306,0.001855,0.009849,0.000698,0.009849,2.003,2.003,0.039,0,0,121,38,57,0,0,0.001856,0.011249,2.003,-1.670,nan,square_fast_settle,aligned_descent,inactive_phase:185;applied:73;aligned_descent:24,0,0,0,48,38,121,11,0,0,8,0,0,0,175.081,179.961,21.795,1.867,1.274,3.135
baseline,908503,3,timeout,timeout_wrong_yaw_basin,1000,0.136038,0.110338,0.023087,0.039182,175.650,175.650,6.621,2,0,54,83,0,1,0,0.137192,0.110426,-175.650,-160.142,nan,align_hover,raw_norm_gate,inactive_phase:453;raw_norm_gate:238;xy_gate:226,0,29,0,0,83,54,295,24,7,27,0,0,0,179.881,179.839,42.833,148.418,141.890,10.269
baseline,908504,4,success,success,358,0.001128,0.009010,0.000165,0.009010,0.691,0.691,0.070,0,0,118,53,67,0,0,0.000925,0.010286,0.691,-0.692,nan,square_fast_settle,aligned_descent_latch,inactive_phase:223;applied:60;aligned_descent_latch:49,0,0,17,59,53,135,8,0,0,5,0,0,0,176.000,175.553,25.732,1.517,0.670,2.008
baseline,908505,5,success,success,303,0.001464,0.008859,0.000166,0.008859,8.129,8.129,0.031,0,0,122,50,59,0,0,0.001429,0.010282,8.129,-0.168,nan,square_fast_settle,aligned_descent,inactive_phase:171;applied:71;aligned_descent_latch:28,0,0,9,55,50,131,10,0,1,6,0,0,0,172.108,174.552,46.873,1.526,10.132,11.655
baseline,908506,6,success,success,394,0.001578,0.008821,0.000316,0.008821,2.556,2.556,0.052,0,0,123,40,61,0,0,0.001727,0.010503,2.556,-2.445,nan,square_fast_settle,aligned_descent_latch,inactive_phase:271;applied:75;aligned_descent_latch:26,0,0,0,48,40,123,9,0,0,5,0,0,0,164.956,174.797,26.434,1.746,1.291,3.038
baseline,908507,7,success,success,297,0.001885,0.009467,0.001677,0.009467,0.296,0.296,0.045,0,0,191,59,35,1,0,0.002113,0.010906,0.296,-1.799,nan,square_fast_settle,aligned_descent_latch,applied:136;inactive_phase:105;aligned_descent:44,0,0,0,55,59,191,9,0,1,5,0,0,0,164.251,177.254,33.654,1.562,1.723,3.270
baseline,908508,8,timeout,timeout_yaw_not_aligned,1000,0.017459,0.031221,0.000379,0.017864,19.430,19.430,0.891,234,8,511,425,99,6,0,0.017355,0.031123,19.430,-5.070,nan,recover_lift,applied,applied:467;inactive_phase:161;xy_gate:107,0,5,111,52,425,588,122,21,14,19,0,0,0,179.412,178.473,52.298,4.564,18.137,16.890
baseline,908509,9,success,success,294,0.000466,0.009486,0.000347,0.009486,4.838,4.838,0.036,0,0,113,51,61,0,0,0.000536,0.011130,4.838,-2.396,nan,square_fast_settle,aligned_descent_latch,inactive_phase:168;applied:69;aligned_descent_latch:37,0,0,13,44,51,126,9,0,0,6,0,0,0,174.854,174.285,17.861,1.960,1.414,3.037
baseline,908510,10,timeout,timeout_wrong_yaw_basin,1000,0.221396,0.103488,0.009759,0.052647,176.925,176.925,3.537,0,0,61,77,0,2,0,0.222585,0.103747,-176.925,-14.455,nan,recover_recenter,xy_gate,xy_gate:553;inactive_phase:221;raw_norm_gate:149,0,16,0,0,77,61,192,152,95,19,0,0,0,179.994,179.960,55.631,124.921,135.703,18.983
baseline,908511,11,success,success,371,0.000721,0.009584,0.000114,0.009584,2.617,2.617,0.051,0,0,130,42,65,0,0,0.000801,0.010941,2.617,-2.372,nan,square_fast_settle,aligned_descent_latch,inactive_phase:235;applied:74;aligned_descent_latch:41,0,0,6,56,42,136,8,0,0,5,0,0,0,178.611,179.982,19.511,1.892,1.572,3.463
baseline,908512,12,success,success,424,0.002380,0.009204,0.001570,0.009204,9.872,9.872,0.911,0,0,160,57,63,0,0,0.002239,0.010357,9.872,1.739,nan,square_fast_settle,aligned_descent_latch,inactive_phase:262;applied:103;aligned_descent_latch:52,0,0,1,57,57,161,10,1,0,6,0,0,0,175.106,178.725,25.141,2.626,11.203,8.578
baseline,908513,13,success,success,517,0.001184,0.008779,0.000202,0.008779,8.558,8.558,0.883,0,0,216,166,121,1,0,0.001105,0.010463,8.558,1.764,nan,square_fast_settle,aligned_descent,applied:176;raw_norm_gate:166;inactive_phase:118,0,12,5,40,166,221,200,167,87,16,0,0,0,179.861,179.576,61.316,2.091,5.461,3.370
baseline,908514,14,success,success,286,0.002081,0.009690,0.000147,0.009690,5.371,5.371,0.052,0,0,131,29,67,0,0,0.002151,0.011033,5.371,-2.511,nan,square_fast_settle,aligned_descent_latch,inactive_phase:155;applied:67;aligned_descent:41,0,0,0,64,29,131,8,0,0,5,0,0,0,171.400,173.106,23.593,1.817,3.693,5.510
baseline,908515,15,success,success,306,0.001894,0.008452,0.000354,0.008452,2.407,2.407,0.046,0,0,153,59,56,0,0,0.002320,0.010179,2.407,-2.572,nan,square_fast_settle,aligned_descent_latch,inactive_phase:151;applied:108;aligned_descent_latch:27,0,0,0,45,59,153,12,0,1,7,0,0,0,164.927,178.984,34.620,1.962,1.075,2.096
baseline,908516,16,timeout,timeout_wrong_yaw_basin,1000,0.027535,0.059287,0.027119,0.001767,175.285,175.285,11.089,466,329,36,219,0,1,182,0.027502,0.059312,-175.285,-179.845,nan,inactive,low_visibility_brake,inactive_phase:378;xy_gate:266;low_visibility_brake:182,0,182,1,0,219,37,205,62,4,18,0,0,0,179.978,179.914,77.885,178.432,175.250,4.910
baseline,908517,17,success,success,301,0.001259,0.008872,0.000378,0.008872,2.263,2.263,0.060,0,0,116,67,65,0,0,0.001029,0.010304,2.263,-3.405,nan,square_fast_settle,aligned_descent_latch,inactive_phase:153;applied:62;aligned_descent:33,0,0,29,55,67,141,9,0,3,6,0,0,0,170.017,176.410,32.316,1.415,0.939,1.440
baseline,908518,18,success,success,968,0.001495,0.004565,0.000074,0.000053,9.863,9.863,0.024,56,20,529,400,217,2,0,0.001458,0.005648,9.863,-1.147,nan,square_fast_settle,target_hold_z_gate,applied:386;inactive_phase:169;xy_gate:144,0,45,71,153,400,572,73,3,4,15,0,0,0,178.742,178.903,35.726,1.741,12.586,14.327
baseline,908519,19,success,success,273,0.001388,0.009128,0.000128,0.009128,4.018,4.018,0.036,0,0,120,30,55,0,0,0.001430,0.010685,4.018,-1.879,nan,square_fast_settle,aligned_descent,inactive_phase:151;applied:69;aligned_descent_latch:31,0,0,2,51,30,122,11,0,0,8,0,0,0,171.026,176.233,27.041,1.737,2.030,3.767
high_yaw_action_selection,906500,0,success,success,322,0.001989,0.008662,0.001468,0.008662,9.701,9.701,0.054,4,0,165,111,29,1,0,0.002269,0.010007,9.701,-3.779,nan,square_fast_settle,aligned_descent_latch,applied:122;inactive_phase:118;aligned_descent_latch:33,0,0,37,45,111,191,8,0,0,5,0,0,0,162.177,177.778,23.735,1.682,5.109,6.627
high_yaw_action_selection,906501,1,success,success,244,0.002338,0.009922,0.000153,0.009922,0.335,0.335,0.042,0,0,136,51,64,0,0,0.002444,0.011276,-0.335,-1.932,nan,square_fast_settle,aligned_descent_latch,inactive_phase:108;applied:86;aligned_descent:43,0,0,0,50,51,136,9,0,0,6,0,0,0,168.286,179.068,27.350,1.841,0.928,1.119
high_yaw_action_selection,906502,2,success,success,264,0.001825,0.008342,0.000079,0.008342,2.137,2.137,0.047,0,0,114,50,56,0,0,0.002221,0.010004,2.137,-4.003,nan,square_fast_settle,applied,inactive_phase:146;applied:65;aligned_descent_latch:32,0,0,4,49,50,118,10,0,0,7,0,0,0,167.709,171.141,29.223,1.979,3.101,2.858
high_yaw_action_selection,906503,3,success,success,286,0.002960,0.009948,0.000483,0.009948,6.643,6.643,0.060,0,0,169,60,54,0,0,0.003058,0.011482,6.643,-2.317,nan,square_fast_settle,aligned_descent_latch,applied:120;inactive_phase:116;aligned_descent_latch:25,0,0,0,49,60,169,9,0,1,5,0,0,0,168.874,179.997,32.986,1.635,5.039,6.674
high_yaw_action_selection,906504,4,success,success,667,0.000960,0.009482,0.000287,0.009482,6.081,6.081,0.027,0,0,118,60,68,0,0,0.001009,0.010953,6.081,-1.625,nan,square_fast_settle,aligned_descent_latch,inactive_phase:538;applied:75;aligned_descent_latch:30,0,0,11,43,60,129,8,0,0,5,0,0,0,173.066,179.997,28.349,1.968,3.927,5.895
high_yaw_action_selection,906505,5,success,success,253,0.001881,0.008619,0.000260,0.008619,2.137,2.137,0.039,0,0,129,29,59,0,0,0.002012,0.010129,2.137,-2.376,nan,square_fast_settle,aligned_descent_latch,inactive_phase:124;applied:76;aligned_descent_latch:38,0,0,0,53,29,129,11,0,0,7,0,0,0,169.615,172.705,14.281,1.855,0.884,2.178
high_yaw_action_selection,906506,6,success,success,272,0.001980,0.008908,0.000569,0.008908,3.068,3.068,0.042,0,0,147,37,60,0,0,0.002124,0.010440,3.068,-2.503,nan,square_fast_settle,aligned_descent_latch,inactive_phase:124;applied:99;aligned_descent_latch:36,0,0,1,48,37,148,9,0,0,6,0,0,0,167.415,176.452,24.964,1.845,1.073,2.918
high_yaw_action_selection,906507,7,success,success,294,0.002746,0.009155,0.000382,0.009155,4.167,4.167,0.037,0,0,118,58,64,0,0,0.002877,0.010602,4.167,-2.275,nan,square_fast_settle,aligned_descent_latch,inactive_phase:161;applied:70;aligned_descent_latch:35,0,0,15,48,58,133,10,0,0,7,0,0,0,165.636,172.409,24.702,1.803,3.715,5.519
high_yaw_action_selection,906508,8,success,success,421,0.001982,0.009732,0.000354,0.009732,6.040,6.040,0.070,0,0,141,43,52,0,0,0.001972,0.011410,6.040,-2.059,nan,square_fast_settle,aligned_descent_latch,inactive_phase:280;applied:92;aligned_descent_latch:34,0,0,0,49,43,141,9,0,0,5,0,0,0,174.459,179.984,25.840,1.834,4.124,5.958
high_yaw_action_selection,906509,9,success,success,277,0.001512,0.009279,0.000144,0.009279,3.137,3.137,0.039,0,0,115,40,57,0,0,0.001691,0.010847,3.137,-1.465,nan,square_fast_settle,aligned_descent_latch,inactive_phase:156;applied:73;aligned_descent_latch:30,0,0,6,42,40,121,11,0,0,8,0,0,0,170.189,169.804,27.996,1.832,1.227,3.032
high_yaw_action_selection,906510,10,success,success,622,0.002365,0.002699,0.000071,0.000782,9.991,9.991,0.027,0,0,257,343,439,1,0,0.002107,0.002525,9.991,-1.320,nan,square_fast_settle,target_hold_z_gate,target_hold_z_gate:234;applied:202;inactive_phase:105,0,0,259,55,343,282,9,0,0,6,0,0,0,169.553,173.773,27.488,1.733,10.983,12.709
high_yaw_action_selection,906511,11,success,success,366,0.001968,0.009795,0.000227,0.009795,3.054,3.054,0.098,0,0,120,42,59,0,0,0.001978,0.011133,-3.054,-1.718,nan,square_fast_settle,aligned_descent_latch,inactive_phase:246;applied:64;aligned_descent:29,0,0,0,56,42,120,8,0,0,4,0,0,0,172.884,175.875,26.601,1.675,1.954,0.802
high_yaw_action_selection,906512,12,success,success,265,0.001745,0.009920,0.000092,0.009920,4.619,4.619,0.038,0,0,129,64,63,0,0,0.001688,0.011489,4.619,-2.369,nan,square_fast_settle,aligned_descent_latch,inactive_phase:122;applied:85;aligned_descent_latch:41,0,0,13,44,64,142,9,0,0,5,0,0,0,170.706,174.016,26.113,1.866,2.099,3.938
high_yaw_action_selection,906513,13,success,success,236,0.001326,0.009104,0.000420,0.009104,4.595,4.595,0.033,0,0,133,55,63,0,0,0.001551,0.010524,4.595,-2.342,nan,square_fast_settle,aligned_descent_latch,inactive_phase:103;applied:80;aligned_descent:31,0,0,0,53,55,133,9,0,0,6,0,0,0,173.807,179.983,26.516,1.833,3.710,5.543
high_yaw_action_selection,906514,14,timeout,timeout_never_descended_low,1000,0.001362,0.075695,0.000207,0.066493,2.793,2.793,0.821,0,0,738,682,670,2,0,0.001387,0.075833,2.793,2.219,nan,near_miss_descend,applied,applied:738;inactive_phase:109;raw_norm_gate:77,0,2,0,0,682,738,99,71,37,14,0,0,0,172.561,179.667,119.317,2.405,2.652,0.319
high_yaw_action_selection,906515,15,success,success,347,0.002360,0.009380,0.000322,0.009380,7.844,7.844,0.065,0,0,110,44,69,0,0,0.002097,0.010124,7.844,-2.463,nan,square_fast_settle,applied,inactive_phase:220;applied:54;aligned_descent_latch:50,0,0,17,60,44,127,8,0,0,5,0,0,0,178.568,174.238,28.245,1.810,5.067,6.877
high_yaw_action_selection,906516,16,success,success,223,0.002433,0.008717,0.000154,0.008717,2.484,2.484,0.064,0,0,139,55,64,0,0,0.002293,0.010286,2.484,-2.231,nan,square_fast_settle,aligned_descent_latch,applied:100;inactive_phase:84;aligned_descent:26,0,0,0,39,55,139,9,0,0,6,0,0,0,165.651,171.743,25.706,1.887,1.288,2.568
high_yaw_action_selection,906517,17,timeout,timeout_wrong_yaw_basin,1000,0.158938,0.042937,0.015109,0.041831,173.377,173.377,1.147,0,0,53,129,0,2,0,0.159206,0.042861,-173.377,-177.010,nan,recover_recenter,large_xy_low_z_brake,xy_gate:534;inactive_phase:282;large_xy_low_z_brake:66,0,10,0,0,129,53,113,51,44,24,0,0,0,179.815,179.981,65.188,148.798,159.823,24.917
high_yaw_action_selection,906518,18,success,success,254,0.001347,0.009533,0.000275,0.009533,0.308,0.308,0.060,0,0,128,46,64,0,0,0.001399,0.010920,0.308,-1.728,nan,square_fast_settle,aligned_descent,inactive_phase:126;applied:79;aligned_descent_latch:29,0,0,0,49,46,128,8,0,0,5,0,0,0,178.871,173.748,24.479,1.786,0.831,2.616
high_yaw_action_selection,906519,19,success,success,267,0.002496,0.009680,0.000245,0.009680,1.458,1.458,0.043,0,0,114,54,68,0,0,0.002639,0.010979,1.458,-2.134,nan,square_fast_settle,aligned_descent_latch,inactive_phase:131;applied:66;aligned_descent_latch:27,0,0,22,48,54,136,9,0,0,6,0,0,0,176.364,175.639,26.098,1.624,0.823,2.383
high_yaw_action_selection,908500,0,success,success,236,0.001488,0.009655,0.000314,0.009655,0.887,0.887,0.042,0,0,136,52,56,0,0,0.001541,0.011090,0.887,-2.187,nan,square_fast_settle,aligned_descent_latch,inactive_phase:100;applied:84;aligned_descent:46,0,0,0,52,52,136,9,0,1,5,0,0,0,170.753,177.789,30.289,1.736,1.886,3.622
high_yaw_action_selection,908501,1,success,success,360,0.002125,0.009830,0.000518,0.009830,5.547,5.547,0.037,0,0,183,127,90,0,0,0.002436,0.010355,5.547,-1.967,nan,square_fast_settle,aligned_descent_latch,applied:154;inactive_phase:137;target_hold_yaw_ok_recenter:37,0,1,38,29,127,221,10,0,1,4,0,0,0,177.072,179.994,32.014,2.093,1.810,3.569
high_yaw_action_selection,908502,2,success,success,307,0.001856,0.009428,0.000604,0.009428,1.903,1.903,0.040,0,0,122,39,58,0,0,0.001891,0.010931,1.903,-1.299,nan,square_fast_settle,aligned_descent,inactive_phase:185;applied:74;aligned_descent_latch:33,0,0,0,48,39,122,11,0,0,8,0,0,0,175.054,179.961,21.782,1.861,1.292,3.141
high_yaw_action_selection,908503,3,timeout,timeout_wrong_yaw_basin,1000,0.120124,0.106633,0.023090,0.039992,175.635,175.635,5.885,1,0,53,80,0,1,0,0.121214,0.106741,-175.635,-156.432,nan,align_hover,raw_norm_gate,inactive_phase:441;raw_norm_gate:248;xy_gate:231,0,19,0,0,80,53,293,9,6,26,0,0,0,179.924,178.006,42.908,145.007,142.577,11.313
high_yaw_action_selection,908504,4,success,success,358,0.000922,0.009008,0.000122,0.009008,0.729,0.729,0.070,0,0,119,53,67,0,0,0.000736,0.010291,0.729,-0.835,nan,square_fast_settle,aligned_descent_latch,inactive_phase:223;applied:60;aligned_descent_latch:48,0,0,16,59,53,135,8,0,0,5,0,0,0,175.996,175.553,25.732,1.540,0.676,2.039
high_yaw_action_selection,908505,5,success,success,302,0.001395,0.009953,0.000146,0.009953,8.413,8.413,0.029,0,0,116,55,58,0,0,0.001388,0.011434,8.413,-0.561,nan,square_fast_settle,aligned_descent,inactive_phase:171;applied:65;aligned_descent_latch:30,0,0,14,54,55,130,10,0,1,6,0,0,0,172.110,174.554,46.948,1.448,10.213,11.633
high_yaw_action_selection,908506,6,success,success,393,0.001704,0.009935,0.000344,0.009935,2.393,2.393,0.051,0,0,122,39,60,0,0,0.001856,0.011548,2.393,-1.966,nan,square_fast_settle,aligned_descent_latch,inactive_phase:271;applied:75;aligned_descent_latch:25,0,0,0,47,39,122,9,0,0,5,0,0,0,164.958,174.798,26.507,1.723,1.287,3.010
high_yaw_action_selection,908507,7,success,success,297,0.001888,0.009474,0.001672,0.009474,0.297,0.297,0.045,0,0,191,60,35,1,0,0.002116,0.010912,0.297,-1.799,nan,square_fast_settle,aligned_descent_latch,applied:136;inactive_phase:105;aligned_descent:44,0,0,0,55,60,191,9,0,1,5,0,0,0,164.255,177.232,33.462,1.562,1.722,3.269
high_yaw_action_selection,908508,8,timeout,timeout_wrong_yaw_basin,1000,0.157280,0.060519,0.000037,0.000141,176.454,176.454,6.701,30,9,414,579,577,4,0,0.158538,0.060766,-176.454,-1.636,nan,recover_recenter,xy_gate,applied:372;target_hold_z_gate:337;inactive_phase:161,0,0,346,51,579,423,8,1,3,5,0,0,0,174.217,176.689,53.083,1.924,14.221,16.144
high_yaw_action_selection,908509,9,success,success,235,0.000854,0.009578,0.000263,0.009578,4.349,4.349,0.036,0,0,119,40,58,0,0,0.001022,0.011231,4.349,-1.260,nan,square_fast_settle,aligned_descent_latch,inactive_phase:112;applied:72;aligned_descent_latch:44,0,0,4,48,40,123,10,0,0,7,0,0,0,177.365,179.451,19.136,1.974,1.544,2.971
high_yaw_action_selection,908510,10,timeout,timeout_wrong_yaw_basin,1000,0.216729,0.104056,0.009631,0.054164,176.797,176.797,3.192,0,0,61,76,0,2,0,0.217907,0.104324,-176.797,-14.610,nan,recover_recenter,xy_gate,xy_gate:556;inactive_phase:220;raw_norm_gate:148,0,15,0,0,76,61,190,153,94,20,0,0,0,179.970,179.940,54.495,123.826,135.729,20.154
