episode,seed,outcome,success,collision,timeout,steps,episode_return,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,final_xy_bucket,min_xy_bucket,mean_action_z,mean_action_xy_norm,last_action_x,last_action_y,last_action_z,hole_half_size,peg_radius,hole_clearance
39,740039,success,True,False,False,13,143.52051837682743,0.004866308211623635,0.0077052770522796354,0.004866308211623635,0.0077052770522796354,aligned_<0.005,aligned_<0.005,0.001398816633109863,0.0059500605099425214,0.004617802798748016,0.0042989300563931465,0.004686344414949417,0.02415002228311402,0.012,0.012150022283114018
40,740040,collision,False,True,False,177,-269.5272083238131,0.025442894318865917,0.05363412288279079,0.006332110407383677,0.005186525975251599,off_0.015_0.030,near_0.005_0.015,0.0011135198604736456,0.004725915319903385,0.00335763581097126,0.004999855533242226,-0.004981399513781071,0.022565768532213964,0.012,0.010565768532213964
41,740041,success,True,False,False,11,138.44348002445668,0.0021410313590168486,0.008595508512640126,0.0021410313590168486,0.0056727521446860996,aligned_<0.005,aligned_<0.005,-0.00019333602606572887,0.005941000204985794,0.004274473525583744,0.004590610973536968,0.004951242357492447,0.023179348214810408,0.012,0.011179348214810408
42,740042,success,True,False,False,15,148.75534931954914,0.0033888972559869873,0.005234751712666186,0.0017786257554600038,0.005234751712666186,aligned_<0.005,aligned_<0.005,0.0011728147976100445,0.005463638453797174,0.0011374861933290958,0.002743218559771776,0.003417189233005047,0.02199771883743373,0.012,0.00999771883743373
43,740043,collision,False,True,False,12,-314.5105432129348,0.1019986620396845,0.004004902633187868,0.055795869851379284,0.004004902633187868,far_>=0.030,far_>=0.030,1.5381723642349243e-05,0.004982886223629642,-0.0005234968848526478,-0.0023438993375748396,-0.0028360188007354736,0.02442553719949543,0.012,0.012425537199495431
44,740044,collision,False,True,False,9,-316.45519403305946,0.09290877427071954,0.0076507258525477795,0.05671743373742882,0.0076507258525477795,far_>=0.030,far_>=0.030,-0.0015908554196357727,0.006506819158742334,-0.002966794418171048,-0.0027126609347760677,-0.0049272868782281876,0.021696151161777595,0.012,0.009696151161777595
45,740045,success,True,False,False,15,148.01411767681705,0.00486387298533882,0.007970726273741291,0.0024547885258940656,0.004607954327771502,aligned_<0.005,aligned_<0.005,0.000978351974238952,0.005456930126352826,0.004618930630385876,0.0010082069784402847,0.004181034862995148,0.023072246734685647,0.012,0.011072246734685647
46,740046,success,True,False,False,54,221.92930316726324,0.004956766519686968,0.00787942951672116,0.004956766519686968,0.006418987098112394,aligned_<0.005,aligned_<0.005,0.0036355033948051708,0.0036969874870054747,0.0011522402055561543,0.0014448617585003376,0.0037126783281564713,0.023817582572362973,0.012,0.011817582572362973
47,740047,collision,False,True,False,15,-322.75722054419543,0.10848111172680834,0.015798433909663956,0.05529514230166336,0.005735015365296636,far_>=0.030,far_>=0.030,-0.0001468538927535216,0.004977515719647929,3.2825395464897156e-05,-0.0022557282354682684,-0.001918757800012827,0.022422061585519633,0.012,0.010422061585519633
48,740048,success,True,False,False,23,165.64587856984818,0.004921458481802287,0.007859371381287339,0.00450041052149283,0.004652870184398639,aligned_<0.005,aligned_<0.005,0.002678996498656014,0.005413336857506361,0.004532070830464363,0.0001474618911743164,0.003929890692234039,0.023854140499571835,0.012,0.011854140499571834
49,740049,success,True,False,False,30,181.15051500418616,0.004910216901037107,0.007904591718300047,0.004910216901037107,0.005504654349499094,aligned_<0.005,aligned_<0.005,0.0031629562688370544,0.004783180638158492,0.003310270607471466,-0.00023309653624892235,0.00436150748282671,0.02170254748601382,0.012,0.009702547486013818
50,740050,success,True,False,False,16,144.95058866636936,0.0035124373361188105,0.005966079876748576,0.001296374482255373,0.005966079876748576,aligned_<0.005,aligned_<0.005,0.0016858974704518914,0.005644364392603339,0.0032366961240768433,-0.0008871215395629406,0.0030387314036488533,0.023510370486347985,0.012,0.011510370486347985
51,740051,success,True,False,False,15,149.7834131371253,0.0033062286386736357,0.00948668600260838,0.0023801783202234503,0.00948668600260838,aligned_<0.005,aligned_<0.005,0.0024093222804367543,0.005099937162511919,0.004892429336905479,0.0015665669925510883,0.004527381621301174,0.0220212987116901,0.012,0.0100212987116901
52,740052,success,True,False,False,21,164.93697673564787,0.004785696916313155,0.00793027696238402,0.0036103777895653286,0.005649213240227491,aligned_<0.005,aligned_<0.005,0.002998640627733299,0.005252679853901174,0.0045208921656012535,0.002444167621433735,0.0043598683550953865,0.022789382001451006,0.012,0.010789382001451006
53,740053,success,True,False,False,14,146.7015336756493,0.004352542998337947,0.007892654801761934,0.004352542998337947,0.006180138740047303,aligned_<0.005,aligned_<0.005,0.001106201421602496,0.005042979613062625,0.004573041573166847,-0.0005738097243010998,0.003837226890027523,0.02455692893660536,0.012,0.012556928936605361
54,740054,success,True,False,False,21,157.89489937704755,0.004290168791282996,0.007938971480715318,0.0014730610105196371,0.007040890483126172,aligned_<0.005,aligned_<0.005,0.0025159609836659263,0.005508167539554342,0.004400664009153843,-0.00012708129361271858,0.004591179080307484,0.020336864456634293,0.012,0.008336864456634292
55,740055,success,True,False,False,12,129.27103474856474,0.0033915768518615746,0.005738437905533633,0.0025132025209740816,0.005738437905533633,aligned_<0.005,aligned_<0.005,0.001089318849456807,0.00467893976662633,0.0004657916724681854,0.0034065116196870804,0.004849737510085106,0.02239696794066393,0.012,0.010396967940663929
56,740056,success,True,False,False,16,157.8750543639889,0.004480462103020318,0.008044212638546488,0.004480462103020318,0.007260562963386175,aligned_<0.005,aligned_<0.005,0.0026952437619911507,0.006095141185071971,-0.0005950857885181904,0.0028010974638164043,0.004615314304828644,0.02285005712111591,0.012,0.010850057121115909
57,740057,success,True,False,False,12,136.04862946698276,0.004767808363072762,0.007750363187031151,0.0013567907488769913,0.00426284099684604,aligned_<0.005,aligned_<0.005,-0.002114856596260021,0.0038135077533636933,0.0016479860059916973,0.0023643593303859234,0.0018452047370374203,0.02216170161512683,0.012,0.01016170161512683
58,740058,timeout,False,False,True,200,-124.49909228242844,0.011841777541269593,0.00795891441706098,0.002944175966869199,0.00510943569331157,near_0.005_0.015,aligned_<0.005,-0.0002691988437436521,0.004584180567317543,-0.0010374849662184715,-0.003360139671713114,0.0012631146237254143,0.021220764227181412,0.012,0.009220764227181412
59,740059,success,True,False,False,10,139.13453303057943,0.0037333268107856807,0.0044275070779498105,0.001560646776598024,0.0044275070779498105,aligned_<0.005,aligned_<0.005,-0.0016963315894827247,0.004757977263186494,0.0005666017532348633,0.0004832083359360695,-0.00041078217327594757,0.020721201838680033,0.012,0.008721201838680033
60,740060,timeout,False,False,True,200,-63.278112091211376,0.013188111158150261,0.06401722267147081,0.0029493534003076907,0.0042656018499696025,near_0.005_0.015,aligned_<0.005,-0.0014630013785790652,0.005427522949000611,-0.004931434988975525,0.004999995231628418,-0.004908217582851648,0.023578121535343718,0.012,0.011578121535343718
61,740061,collision,False,True,False,7,-292.1866543455243,0.020848963873667116,0.04705089445829613,0.0016384520645107128,0.04705089445829613,off_0.015_0.030,aligned_<0.005,0.00033170596829482486,0.006668401706725909,0.004982045851647854,-0.004258173517882824,1.653563231229782e-06,0.022719794307101655,0.012,0.010719794307101654
62,740062,success,True,False,False,18,148.81354239192623,0.0026981046911720803,0.008306597588180087,0.0021118150935806332,0.008306597588180087,aligned_<0.005,aligned_<0.005,0.00280712829488847,0.0049272524839008,-1.5480443835258484e-05,0.003416992723941803,0.0042096469551324844,0.024667970210673427,0.012,0.012667970210673427
63,740063,success,True,False,False,13,137.88950940300353,0.0024455242488186355,0.00671562736971143,0.0024455242488186355,0.00671562736971143,aligned_<0.005,aligned_<0.005,0.0004368381968771036,0.005625443272859025,-0.00454385532066226,-0.004081804305315018,-0.002650301903486252,0.022106741403822565,0.012,0.010106741403822565
64,740064,success,True,False,False,15,149.18099480394125,0.0048117230142366955,0.008177603434353253,0.003978679924811632,0.0073626533425145135,aligned_<0.005,aligned_<0.005,0.0018821346883972486,0.0059793815154150064,-0.003320396179333329,0.003656652756035328,0.004252279177308083,0.022651525770226326,0.012,0.010651525770226326
65,740065,timeout,False,False,True,200,-52.17078046289207,0.011979642578966998,0.03456947803010624,0.0030675177541529936,0.005415986240114079,near_0.005_0.015,aligned_<0.005,-0.00024878320517018437,0.004857710229442814,0.004754999652504921,0.004954530857503414,-0.00453896215185523,0.02053634768583918,0.012,0.00853634768583918
66,740066,success,True,False,False,33,179.4727860035378,0.004929105035845864,0.007940542902690306,0.0008650071190987069,0.0073461504562776225,aligned_<0.005,aligned_<0.005,0.0032081917831391998,0.00478747243499641,0.003179638646543026,-0.00032712891697883606,0.003618846647441387,0.024875396481137325,0.012,0.012875396481137325
67,740067,success,True,False,False,18,148.86108454685433,0.004717598951933393,0.008666494509659395,0.004717598951933393,0.006810308066792947,aligned_<0.005,aligned_<0.005,0.0019476532341084546,0.004728704483870153,0.00225851871073246,0.0016333125531673431,0.004144485108554363,0.02307065856851182,0.012,0.011070658568511818
68,740068,collision,False,True,False,9,-286.8471286460659,0.020159750562110747,0.047372799958358414,0.006463800960775298,0.047372799958358414,off_0.015_0.030,near_0.005_0.015,0.00208980900545915,0.006112302714094779,0.004911547526717186,-0.004244114737957716,-0.003357979469001293,0.02358528413592193,0.012,0.011585284135921931
69,740069,success,True,False,False,15,147.71265234654442,0.004251023378355872,0.007885724982804487,0.0029049619085313476,0.005923854283787389,aligned_<0.005,aligned_<0.005,0.0011493057167778413,0.006018358970483505,-0.0037402703892439604,0.00450538657605648,0.004264918155968189,0.024148568952522625,0.012,0.012148568952522625
70,740070,success,True,False,False,8,136.5871833203385,0.0019123593870260373,0.009962286465700854,0.0011955405960577758,0.009962286465700854,aligned_<0.005,aligned_<0.005,-0.002368352230405435,0.005164314034427119,-0.001450530020520091,0.004139899276196957,-0.0017461737152189016,0.023227878253468785,0.012,0.011227878253468784
71,740071,success,True,False,False,15,148.5047509776577,0.0035462901052501217,0.008996776623197311,0.0035462901052501217,0.0053152212247723485,aligned_<0.005,aligned_<0.005,0.0006609950680285693,0.0058195893618105355,0.004452221095561981,-0.0033617899753153324,0.004291018471121788,0.023720443048813673,0.012,0.011720443048813672
72,740072,success,True,False,False,33,183.55587156680207,0.004921408674377167,0.007937934331709195,0.0039426207132675205,0.005674095807829516,aligned_<0.005,aligned_<0.005,0.002818590502790881,0.005297731611091691,0.004670245572924614,0.00029055727645754814,0.004435884766280651,0.02214160477098754,0.012,0.01014160477098754
73,740073,collision,False,True,False,20,-301.2558767694094,0.07533584341762571,0.006971817469591524,0.04367958610491098,0.006971817469591524,far_>=0.030,far_>=0.030,0.0034067969769239425,0.004509556879711624,0.00047160545364022255,0.004161209799349308,0.0035015596076846123,0.021189426796612197,0.012,0.009189426796612197
74,740074,success,True,False,False,19,145.1786444789855,0.0049638074846896614,0.008069383705114674,0.0034558119995104384,0.005856264739331873,aligned_<0.005,aligned_<0.005,0.0005596776762487073,0.005203115414313164,0.004174407571554184,0.0017660385929048061,0.004145283252000809,0.021378855299218846,0.012,0.009378855299218846
75,740075,success,True,False,False,18,158.6230285062431,0.004994211429978319,0.0079305568577559,0.0031448142435726734,0.0050146249467657444,aligned_<0.005,aligned_<0.005,0.0012751869831441178,0.005263250734502903,0.004248384386301041,-0.0003387494944036007,0.003983393311500549,0.024231045232273388,0.012,0.012231045232273387
76,740076,success,True,False,False,10,135.62425396600736,0.0012708594128131787,0.005398595825039987,0.0012708594128131787,0.005398595825039987,aligned_<0.005,aligned_<0.005,-0.0005007564323022962,0.005080580360057894,-0.0012200633063912392,0.0035126423463225365,0.0019338848069310188,0.0213162666596321,0.012,0.009316266659632099
77,740077,success,True,False,False,10,140.4026746174854,0.0024640013302751258,0.008904057470073723,0.002070251232415551,0.008904057470073723,aligned_<0.005,aligned_<0.005,-0.0004399851430207491,0.0050146061281176576,0.0016734935343265533,0.0034680459648370743,9.437324479222298e-05,0.02444701452381732,0.012,0.012447014523817319
78,740078,success,True,False,False,17,149.43066035470918,0.004025575719540966,0.008011219116170087,0.0017167400301386798,0.0054842921200737305,aligned_<0.005,aligned_<0.005,0.0004896432544816943,0.00555573066751766,0.0030010994523763657,-0.002836838597431779,0.0031064990907907486,0.023020545890358964,0.012,0.011020545890358963
79,740079,collision,False,True,False,13,-325.71118569572445,0.11917489578986191,0.015245367457504377,0.05810645448442014,0.004748885090772648,far_>=0.030,far_>=0.030,-0.0008353735499370557,0.004913752994549227,-0.0010002413764595985,-0.0037687737494707108,-0.0012300240341573954,0.023255488197871606,0.012,0.011255488197871606
80,740080,success,True,False,False,23,167.54873869496754,0.0048199719817142795,0.00794702245313128,0.0021762827531265974,0.004072715970486418,aligned_<0.005,aligned_<0.005,0.0019483713473638763,0.00522496097139381,0.004730557091534138,-2.0318198949098587e-05,0.004122545942664146,0.023475752858547562,0.012,0.011475752858547562
81,740081,success,True,False,False,22,149.72874638401004,0.0034675391306340218,0.009535842785861837,0.0017454575620431756,0.009535842785861837,aligned_<0.005,aligned_<0.005,0.003004936300302771,0.004956576182393779,0.0045331139117479324,-0.0002477578818798065,0.00416911207139492,0.020845752427805675,0.012,0.008845752427805675
82,740082,success,True,False,False,14,144.99467029988492,0.004589936446686496,0.004996185921318452,0.003090927968354075,0.004996185921318452,aligned_<0.005,aligned_<0.005,0.0012301189957984857,0.005214607782846923,0.003962146118283272,0.00192299485206604,0.003056684508919716,0.0215597001093684,0.012,0.0095597001093684
83,740083,success,True,False,False,15,152.06423050407366,0.0024709811494728084,0.008707760217997906,0.0024709811494728084,0.005123121472740411,aligned_<0.005,aligned_<0.005,0.0019741537359853584,0.005948015953873762,0.004946278408169746,0.0010838075540959835,0.004917118698358536,0.023046196160170895,0.012,0.011046196160170895
84,740084,success,True,False,False,13,145.77417855176552,0.0037571125353915717,0.008267378502482159,0.0037571125353915717,0.005593995456097067,aligned_<0.005,aligned_<0.005,0.0012080457348089952,0.005366097094280245,0.004715257324278355,0.0025363098829984665,0.004312138073146343,0.021602364688616704,0.012,0.009602364688616704
85,740085,success,True,False,False,13,151.20040562643177,0.0046302374804487925,0.008367031359430177,0.0046302374804487925,0.006721763723614549,aligned_<0.005,aligned_<0.005,0.0017345647793263197,0.005882223518924722,0.004944781772792339,0.0026954663917422295,0.004892493598163128,0.023271121014484152,0.012,0.011271121014484152
86,740086,timeout,False,False,True,200,177.44120205366966,0.016290233508952787,0.04671401897122629,0.004795650637027269,0.006321054939835702,off_0.015_0.030,aligned_<0.005,0.00198064366588369,0.005347362720319788,0.003560209646821022,0.004999999888241291,-0.0049999733455479145,0.02328360574469592,0.012,0.011283605744695918
87,740087,success,True,False,False,15,144.14132601319147,0.003769442504063886,0.006836518746140219,0.0005616103556275799,0.006836518746140219,aligned_<0.005,aligned_<0.005,0.0009999329845110576,0.004525683177056844,-0.00026510097086429596,0.003947124816477299,0.0027873930521309376,0.02131771478036828,0.012,0.009317714780368278
88,740088,success,True,False,False,13,147.1518021756898,0.003909525809163323,0.008091544795072902,0.003909525809163323,0.006178344956689896,aligned_<0.005,aligned_<0.005,0.0013662446648455583,0.0061068274142570406,0.0044589899480342865,0.0030730506405234337,0.004043729044497013,0.024296498505996827,0.012,0.012296498505996827
89,740089,success,True,False,False,18,144.19663687174483,0.003967084945036474,0.008584030801214615,0.0016399152308677865,0.00514653612182836,aligned_<0.005,aligned_<0.005,0.0010191389980415504,0.004575022433102861,0.0049482546746730804,0.00278842868283391,0.004830131307244301,0.020173322673403462,0.012,0.008173322673403462
90,740090,success,True,False,False,12,143.07419662597792,0.002494479111819789,0.008500085874488805,0.002494479111819789,0.006271509942729292,aligned_<0.005,aligned_<0.005,0.0013492668513208628,0.005476522977697727,0.0033807260915637016,0.004391671158373356,0.0047755977138876915,0.020168494064871045,0.012,0.008168494064871044
91,740091,success,True,False,False,14,151.2737083225613,0.0037986778568635756,0.008082972608795425,0.0037986778568635756,0.006746666201371987,aligned_<0.005,aligned_<0.005,0.0019704856843288454,0.005819684057866146,0.003723032772541046,0.0031841136515140533,0.0038528665900230408,0.02451420129504489,0.012,0.01251420129504489
