name,level,control_mode,image_ablation,image_ablation_target,control_state_ablation,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_steps,mean_guarded_steps,mean_guarded_step_fraction,guarded_episode_rate,mean_retry_steps,mean_retry_step_fraction,mean_retry_triggers,retry_episode_rate,mean_latch_steps,mean_latch_step_fraction,mean_latch_triggers,mean_latch_descent_steps,mean_latch_descent_fraction,latch_episode_rate,mean_hover_steps,mean_hover_step_fraction,mean_hover_latched_steps,mean_hover_latched_fraction,mean_hover_blocked_steps,mean_hover_blocked_fraction,hover_episode_rate,mean_near_limited_steps,mean_near_limited_fraction,mean_fixture_clearance_steps,mean_fixture_clearance_fraction,mean_fixture_clearance_realign_steps,mean_fixture_clearance_realign_fraction,mean_fixture_clearance_triggers,fixture_clearance_episode_rate,mean_preinsert_recenter_steps,mean_preinsert_recenter_fraction,mean_preinsert_recenter_triggers,mean_preinsert_recenter_releases,mean_preinsert_recenter_blocked_steps,preinsert_recenter_episode_rate,mean_approach_recenter_steps,mean_approach_recenter_fraction,mean_approach_recenter_triggers,mean_approach_recenter_releases,mean_approach_recenter_blocked_steps,approach_recenter_episode_rate,approach_adapter_enabled,mean_approach_adapter_steps,mean_approach_adapter_fraction,approach_adapter_episode_rate,final_insert_adapter_enabled,mean_final_insert_adapter_steps,mean_final_insert_adapter_fraction,mean_final_insert_adapter_lift_pulse_steps,final_insert_adapter_episode_rate,final_insert_macro_recovery_enabled,mean_final_insert_macro_recovery_steps,mean_final_insert_macro_recovery_fraction,mean_final_insert_macro_recovery_triggers,final_insert_macro_recovery_episode_rate,mean_early_approach_assist_steps,mean_early_approach_assist_fraction,mean_early_approach_assist_triggers,mean_early_approach_assist_releases,mean_early_approach_assist_blocked_steps,early_approach_assist_episode_rate,mean_stateful_recovery_steps,mean_stateful_recovery_fraction,mean_stateful_recovery_triggers,mean_stateful_recovery_releases,mean_stateful_recovery_exhausted_steps,stateful_recovery_episode_rate,mean_final_servo_steps,mean_final_servo_step_fraction,mean_final_servo_triggers,mean_final_servo_rearms,mean_final_servo_recovery_triggers,mean_final_servo_descent_steps,mean_final_servo_descent_fraction,mean_final_servo_exhausted_steps,final_servo_episode_rate,guard_enabled,mean_final_dist_xy,mean_final_dist_z,nominal_joint_damping_multiplier,nominal_actuator_kp_multiplier,control_scale_range,control_noise_std_range,control_delay_range,control_filter_alpha_range
hard_full_light_bucket,full_light_geometry,guarded,normal,all,normal,1,0.0,0.0,1.0,453.18345468032254,1000.0,926.0,0.926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,98.0,0.098,1.0,True,115.0,0.115,0.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.628,1.0,0.0,6.0,517.0,0.8232484076433121,0.0,1.0,True,0.003449419537142034,0.03850032306805928,1.0,3.0,0.65:1.0,0.00025:0.0008,3:4,0.35:0.55
