gain,episodes,success_rate,collision_rate,timeout_rate,mean_steps,mean_final_dist_xy,mean_final_dist_z
1.0,50,0.52,0.48,0.0,18.02,0.020344548476572303,0.028031411613786635
0.85,50,0.5,0.5,0.0,17.68,0.021183551690856905,0.028888472882308863
