gate,rows,coverage,mean_abs_error_deg,max_abs_error_deg,bad_error_rate,high_error_rate,sign_mismatch_rate,mean_true_abs_deg,mean_pred_abs_deg
all_reacquire,301,1.0,8.229935016263873,47.28617697744642,0.06976744186046512,0.0033222591362126247,0.03986710963455149,63.80789406459412,60.16213012353342
visible_reacquire,230,0.7641196013289037,8.634163217787306,47.28617697744642,0.06521739130434782,0.004347826086956522,0.0,33.859896844811274,27.971874669159273
visible_reacquire_pred_delta_stable,221,0.7342192691029901,8.316039110426509,29.56852237052243,0.049773755656108594,0.0,0.0,31.79748537075469,25.29546488998175
visible_reacquire_pred_sign_stable,50,0.16611295681063123,7.581035467559058,47.28617697744642,0.16,0.02,0.0,116.22538199486168,121.11197148920215
visible_reacquire_pred_delta_and_sign_stable,42,0.13953488372093023,5.561499432129964,29.56852237052243,0.09523809523809523,0.0,0.0,120.5422610364911,124.32997411763006
