gain,episodes,success_rate,collision_rate,timeout_rate,mean_steps,mean_final_dist_xy,mean_final_dist_z
1.0,100,0.15,0.85,0.0,11.19,0.026901554573948928,0.04028137427741159
0.7,100,0.21,0.79,0.0,11.43,0.026813286503761354,0.038024461925172476
0.5,100,0.28,0.72,0.0,13.44,0.025976830831234043,0.0357491695521224
