tier,scenario,scenario_level,episode,seed,outcome,success,collision,timeout,steps,episode_return,final_dist_xy,final_dist_z,min_dist_xy,mean_correction_norm,mean_near_correction_norm,mean_failure_window_correction_norm,near_hole_step_rate,opposed_action_rate,failure_window_opposed_action_rate,failure_window_policy_down_or_oracle_up_rate,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,hole_half_size,peg_radius,hole_clearance
wide_current,full_light_geometry,full_light_geometry,11,980011,success,True,False,False,23,154.25082294167686,0.004073735921478864,0.008049754735688364,0.005006047650902137,0.004112847070625996,0.004956685377068832,nan,0.6956521739130435,0.08695652173913043,nan,nan,0.8637933985428624,0.000711384113902108,1,0.6125046914734278,0.02549722866945092,0.011928616020617505,0.013568612648833413
wide_current,full_light_geometry,full_light_geometry,12,980012,success,True,False,False,36,165.14796347236705,0.00472810313527515,0.00802170970228111,0.005521050950187926,0.004547904928425162,0.00472520506256674,nan,0.8611111111111112,0.08333333333333333,nan,nan,1.0225811922589243,0.0006713240322338104,2,0.6143951690286269,0.027226549337328553,0.012039403819024611,0.015187145518303942
wide_current,full_light_geometry,full_light_geometry,13,980013,success,True,False,False,77,153.948335485472,0.004956591157856073,0.008194193176360609,0.005034624436026777,0.006050237010576689,0.006177029576895114,nan,0.935064935064935,0.3246753246753247,nan,nan,0.9859353860952578,0.0003069482341783528,0,0.675096340675561,0.026128326660585028,0.012360133013604986,0.013768193646980042
wide_current,full_light_geometry,full_light_geometry,14,980014,collision,False,True,False,9,-295.7492714672997,0.022251592213509315,0.026841873474868883,0.002810358008023304,0.003665060926557185,0.004215015997434299,0.003884567585684166,0.4444444444444444,0.0,0.0,0.0,1.0780161070641125,0.0006854937932184084,2,0.8952758306072283,0.028480375833329984,0.011516674544648792,0.01696370128868119
wide_current,full_light_geometry,full_light_geometry,15,980015,success,True,False,False,19,137.9585741859164,0.0032863504978125333,0.008360035279319389,0.003462479622179243,0.006819031602707981,0.008021592757831165,nan,0.7894736842105263,0.3684210526315789,nan,nan,0.9777958370143832,0.0006743837328765821,2,0.9391762419450161,0.02574874358728458,0.012369132658443357,0.013379610928841223
wide_current,full_light_geometry,full_light_geometry,16,980016,success,True,False,False,34,189.20121179409273,0.00478602687785237,0.007560912933674557,0.003930578168950907,0.007822121301508661,0.007822121301508661,nan,1.0,0.6176470588235294,nan,nan,1.0605437793205992,9.645997521799741e-05,0,0.9826517417643157,0.025198013330278945,0.011580901582578934,0.01361711174770001
wide_current,full_light_geometry,full_light_geometry,17,980017,collision,False,True,False,9,-291.30690043218215,0.02362537226801355,0.04362193129538927,0.010722485518620489,0.003382893647889131,0.003017975947506772,0.0033538383814200167,0.4444444444444444,0.0,0.0,0.0,1.173454406341035,0.00014121160558874931,1,0.6593764776725023,0.025511344516401354,0.01215923492097279,0.013352109595428563
wide_current,full_light_geometry,full_light_geometry,18,980018,collision,False,True,False,21,-274.8906429151626,0.021856181153492426,0.03510668833645658,0.007238451224000947,0.003701331201389542,0.004817292097726818,0.004139204537216388,0.47619047619047616,0.0,0.0,0.125,1.0753306399975018,0.0005566673337465532,2,0.8547359634033174,0.02668355547664441,0.012079848716232721,0.014603706760411688
wide_current,full_light_geometry,full_light_geometry,19,980019,success,True,False,False,60,222.33222650790967,0.004978635997871776,0.008221290231480771,0.002677360175087633,0.00796938694536107,0.008307567480782405,nan,0.9333333333333333,0.5166666666666667,nan,nan,0.9566829598706227,0.00034305511674643754,0,0.8713474289619099,0.025570885355653567,0.012369476267529055,0.013201409088124512
wide_current,full_light_geometry,full_light_geometry,20,980020,collision,False,True,False,141,-150.568828853368,0.02178247249519307,0.07047066365878563,0.00040949797676387143,0.0069454305307772085,0.0069454305307772085,0.01077397277041699,1.0,0.28368794326241137,0.375,0.125,1.1156014798245024,0.000229548347566728,0,0.7090858096164508,0.02868373839013707,0.01216392545990487,0.0165198129302322
wide_current,full_light_geometry,full_light_geometry,21,980021,collision,False,True,False,7,-293.5873294467611,0.0635584554482532,0.04906228720100181,0.06867081775554496,0.0020725485709907243,nan,0.0020725485709907243,0.0,0.0,0.0,0.0,0.8086127577674885,0.0002420700867461508,2,0.8270192001197991,0.028299814872643828,0.012151007833856106,0.016148807038787724
wide_current,full_light_geometry,full_light_geometry,22,980022,success,True,False,False,13,126.01107438112452,0.0017797621528626258,0.007864525822279034,0.005475632427190203,0.004505121650935814,0.004505121650935814,nan,1.0,0.07692307692307693,nan,nan,0.9279125584837602,0.00026622579556785474,2,0.9480152873844976,0.02709258305463128,0.011736172356338309,0.01535641069829297
wide_current,full_light_geometry,full_light_geometry,23,980023,collision,False,True,False,6,-304.8289775270805,0.021879794455994174,0.04386086824508717,0.002662046402411254,0.004221515669415601,0.004221515669415601,0.004221515669415601,1.0,0.0,0.0,0.16666666666666666,1.0030271540611932,0.00044082637982287916,2,0.7581788024116702,0.025300798434542835,0.01230429273650209,0.012996505698040745
wide_current,full_light_geometry,full_light_geometry,24,980024,collision,False,True,False,9,-284.46933452938487,0.03995714588976793,0.04979550221254947,0.047273529229469945,0.003110634580408568,nan,0.0028598439823979546,0.0,0.0,0.0,0.0,0.9608712834069604,0.0004967549888302166,1,0.7784284105096191,0.027787437421073514,0.011920953056130834,0.01586648436494268
wide_current,full_light_geometry,full_light_geometry,25,980025,success,True,False,False,18,146.1533191855364,0.0036832914551505934,0.007517595161652735,0.0020603876085478227,0.00545945394454787,0.006291536927970662,nan,0.6666666666666666,0.16666666666666666,nan,nan,1.109247823820863,0.0006112568784572839,0,0.8188860364559645,0.026745290127733194,0.011696313485183197,0.015048976642549996
wide_current,full_light_geometry,full_light_geometry,26,980026,collision,False,True,False,9,-291.35438600714355,0.04843705843074782,0.049659359484347076,0.034177530177806344,0.0031628533159249734,nan,0.003250029867532785,0.0,0.0,0.0,0.0,1.1363068234989415,0.00016410866679378576,2,0.8708691641627235,0.02828860813724963,0.011674797094540378,0.016613811042709252
wide_current,full_light_geometry,full_light_geometry,27,980027,success,True,False,False,27,161.08426792054243,0.003703979084068832,0.007878436900057073,0.0056694431745661,0.0045273741168672015,0.0045273741168672015,nan,1.0,0.1111111111111111,nan,nan,0.9765755605497272,8.07554019688208e-06,1,0.9497996221044193,0.02819435016322319,0.011892827469264483,0.016301522693958705
wide_current,full_light_geometry,full_light_geometry,28,980028,success,True,False,False,12,142.35617218294686,0.004256573180117726,0.007481249905095688,0.0033852596659128408,0.005375412710468046,0.005375412710468046,nan,1.0,0.0,nan,nan,0.8916270395772501,0.00031781072226440017,0,0.8778763895643751,0.02800387936111625,0.011572097783887628,0.016431781577228622
wide_current,full_light_geometry,full_light_geometry,29,980029,collision,False,True,False,8,-298.5230764956038,0.020679576262024563,0.021719597728268702,0.00644410399182745,0.004059664847823644,0.003766628307150391,0.004059664847823644,0.625,0.0,0.0,0.375,0.8796976905006261,0.0005127781731197076,1,0.9689763642857038,0.02704690459002428,0.01188953731613642,0.01515736727388786
wide_current,full_light_geometry,full_light_geometry,30,980030,success,True,False,False,10,135.09063713208386,0.0016410904725168082,0.007809988338029372,0.003731300093435501,0.003997371922240211,0.004022378237805549,nan,0.7,0.1,nan,nan,1.0952146875217088,0.00016781553282012621,0,0.661705084837836,0.02881512817788599,0.011508890819013247,0.017306237358872743
wide_current,full_light_geometry,full_light_geometry,31,980031,success,True,False,False,15,136.57151468342525,0.0038511026323097097,0.008416678779869402,0.006270942765957311,0.005626400528285222,0.005952218769511017,nan,0.7333333333333333,0.2,nan,nan,1.0274235456492384,0.00017725418239935965,1,0.727526382504679,0.025600685828508916,0.012312957725078025,0.013287728103430891
wide_current,full_light_geometry,full_light_geometry,32,980032,success,True,False,False,28,151.3318683612515,0.004554565256105328,0.007800493674885667,0.004961025790721546,0.006063781990019748,0.006063781990019748,nan,1.0,0.25,nan,nan,1.1888008743576517,5.272521578659424e-05,1,0.6307677429044861,0.026890914610643493,0.011805321395887025,0.015085593214756467
wide_current,full_light_geometry,full_light_geometry,33,980033,success,True,False,False,13,145.4472383273384,0.0022554704625926446,0.005730253912621608,0.004275632605911306,0.004611612548462491,0.005098825089042792,nan,0.6153846153846154,0.07692307692307693,nan,nan,1.0775041887112193,0.0006996591849209431,0,0.9077952092000046,0.027610635262348793,0.012095772462966023,0.01551486279938277
wide_current,full_light_geometry,full_light_geometry,34,980034,success,True,False,False,21,148.63826576970393,0.00393623902697501,0.00808671818055351,0.005607571512893359,0.004267454541757633,0.004586572023215195,nan,0.8095238095238095,0.047619047619047616,nan,nan,1.0779666918403517,0.0004014477134571497,2,0.8202355366522452,0.02537328178040602,0.01199833168260318,0.013374950097802839
wide_current,full_light_geometry,full_light_geometry,35,980035,success,True,False,False,27,157.343809177188,0.002759987225804025,0.007945457760799468,0.008553805607545113,0.004708071940132824,0.005642786939458468,nan,0.5555555555555556,0.037037037037037035,nan,nan,1.1651399602304737,0.0003865002376722339,1,0.7453178250922993,0.028389832350599217,0.01161390751867937,0.016775924831919847
wide_current,full_light_geometry,full_light_geometry,36,980036,collision,False,True,False,7,-291.26303187921087,0.030283843681597842,0.048843953033397836,0.03211381697251798,0.0027441091601110397,nan,0.0027441091601110397,0.0,0.0,0.0,0.0,1.067167792840727,0.00020699078240254558,2,0.5663223826402664,0.02595807535557014,0.011798158007801948,0.014159917347768192
wide_current,full_light_geometry,full_light_geometry,37,980037,collision,False,True,False,7,-289.25584153062715,0.03394861214176436,0.049734385508726775,0.043513348386767424,0.0016873612832616922,nan,0.0016873612832616922,0.0,0.0,0.0,0.0,0.8594597262743157,0.0005218015175078788,2,0.9503181649441431,0.02523201623745401,0.01215284531322046,0.01307917092423355
wide_current,full_light_geometry,full_light_geometry,38,980038,success,True,False,False,18,150.37125407800306,0.001997169847272558,0.008188826411886674,0.0032885450222864573,0.004288822366003487,0.004714980006696305,nan,0.6666666666666666,0.1111111111111111,nan,nan,1.1993201518860213,0.0003153509502348481,0,0.5883575006979778,0.028285982404272,0.01195294397117188,0.01633303843310012
wide_current,full_light_geometry,full_light_geometry,39,980039,success,True,False,False,25,140.7771931673729,0.0033773464775490574,0.008302716095095919,0.002040952324959827,0.004336448613308581,0.005314150212832377,nan,0.72,0.08,nan,nan,1.1740101844820723,0.0001828756010079795,2,0.9898395843414833,0.026974364082476675,0.012199247152632122,0.014775116929844553
wide_current,full_light_geometry,full_light_geometry,40,980040,success,True,False,False,20,145.78442475036596,0.004478607483118677,0.008338985328853132,0.0027490629713318444,0.0054020112889810335,0.0066567856327244,nan,0.7,0.3,nan,nan,1.1973978856815122,0.00012270593928973703,0,0.6541559108697395,0.027941771032897186,0.012274970900680289,0.0156668001322169
wide_current,full_light_geometry,full_light_geometry,41,980041,collision,False,True,False,20,-258.7092801718225,0.020654620626225993,0.04551763270585063,0.01683389635319098,0.00432078903636887,0.006905873336527065,0.006905873336527065,0.4,0.0,0.0,0.0,1.0814445742465286,1.0790072670905816e-05,1,0.6603356503044072,0.026136319313985426,0.011663029357817375,0.014473289956168051
wide_current,full_light_geometry,full_light_geometry,42,980042,success,True,False,False,18,142.0849464339245,0.004963414988603912,0.007748064406465249,0.006597226330734761,0.004438592208943894,0.004875808979212659,nan,0.7222222222222222,0.05555555555555555,nan,nan,0.8778833927084094,0.000519994902729753,1,0.9342894079459845,0.025619237754197565,0.01165467962015106,0.013964558134046505
wide_current,full_light_geometry,full_light_geometry,43,980043,success,True,False,False,18,161.90529942857947,0.003934028021909228,0.007997050035769115,0.007100097360890034,0.00635379466003512,0.006903554329102719,nan,0.7777777777777778,0.1111111111111111,nan,nan,1.129030238793521,0.0001347027909609409,0,0.6803767377608063,0.02643829181317292,0.011936052168377925,0.014502239644794995
wide_current,full_light_geometry,full_light_geometry,44,980044,collision,False,True,False,8,-297.29446133829936,0.021713379727615775,0.03606700934115681,0.010031334608128026,0.003931293893565714,0.0049790273933797155,0.003931293893565714,0.375,0.0,0.0,0.125,1.0661753681983708,0.0006658681050774844,2,0.8808405516119914,0.026094549453939932,0.012080875521083662,0.01401367393285627
wide_current,full_light_geometry,full_light_geometry,45,980045,success,True,False,False,13,137.45413514117183,0.004951690393721153,0.007650423123595984,0.007267872179339905,0.00475168000489499,0.00514633200083844,nan,0.6923076923076923,0.0,nan,nan,1.1211334953037764,0.00044303457314553215,0,0.6740141848623806,0.027673266930949538,0.012036320689222212,0.015636946241727324
wide_current,full_light_geometry,full_light_geometry,46,980046,collision,False,True,False,9,-285.8896274284491,0.020131774338163176,0.045561316755294845,0.011609551099279204,0.003172996735488647,0.005270751139286631,0.0033261863266074946,0.3333333333333333,0.0,0.0,0.0,1.0490742402248043,9.39941936695993e-05,1,0.637113881912747,0.02669987119362431,0.01179012301812185,0.01490974817550246
wide_current,full_light_geometry,full_light_geometry,47,980047,success,True,False,False,17,140.50522898158488,0.0026253739697290647,0.008020648328276314,0.006015335283757709,0.004920473162547853,0.005325132584001808,nan,0.7058823529411765,0.058823529411764705,nan,nan,0.9272879658703056,0.0007954086785098952,1,0.8105200528730379,0.026771283020491574,0.012268431046870573,0.014502851973621
wide_current,full_light_geometry,full_light_geometry,48,980048,collision,False,True,False,6,-298.31873630241836,0.026063226544590968,0.047086074815901546,0.02108926755088696,0.0036905820349083657,0.0036905820349083657,0.0036905820349083657,1.0,0.0,0.0,0.0,0.9873888492644395,0.0004730707445546191,2,0.5667365553507956,0.026077467349331775,0.011895083404592579,0.014182383944739196
wide_current,full_light_geometry,full_light_geometry,49,980049,collision,False,True,False,9,-290.8845652654967,0.02468258368061663,0.04627595366160564,0.010120814989007753,0.003856275104232361,0.004784612104142101,0.003917032187742066,0.3333333333333333,0.0,0.0,0.0,1.1043604746200444,0.0004025964889205185,1,0.757230673027379,0.026922837341220827,0.012006210235503308,0.01491662710571752
wide_current,hard_full_light_bucket,full_light_geometry,0,980000,success,True,False,False,38,180.02392954834096,0.004822182260384418,0.008552784810709202,0.005849562377740896,0.005426014000379023,0.005426014000379023,nan,1.0,0.05263157894736842,nan,nan,1.0229093396305355,1.6942753172080162e-05,2,0.6758794216303016,0.028849469489113985,0.012479478080418216,0.01636999140869577
wide_current,hard_full_light_bucket,full_light_geometry,1,980001,collision,False,True,False,7,-290.88693142969515,0.032683243354783446,0.048794837321964546,0.03814500958091837,0.0013917045693762908,nan,0.0013917045693762908,0.0,0.0,0.0,0.0,0.906864621513919,0.00023703063695929322,2,0.5790927402963306,0.026724722057381557,0.01203270652967709,0.014692015527704468
wide_current,hard_full_light_bucket,full_light_geometry,2,980002,collision,False,True,False,9,-303.2193559536111,0.020352939157413458,0.010802998308596212,0.004881915529881384,0.0027901346836445165,0.0027901346836445165,0.0026776813960353134,1.0,0.0,0.0,0.0,0.801800592359082,8.817491165196415e-05,2,0.6053946064427899,0.02676030884381095,0.011656369047250342,0.01510393979656061
wide_current,hard_full_light_bucket,full_light_geometry,3,980003,success,True,False,False,23,146.11459838587683,0.0048133637172332,0.00785703529211157,0.006451821137626039,0.0047730437864529855,0.0047730437864529855,nan,1.0,0.08695652173913043,nan,nan,0.8457734063549246,0.00010575335299335067,2,0.61325054797392,0.02721221923593152,0.011862430326910662,0.015349788909020858
wide_current,hard_full_light_bucket,full_light_geometry,4,980004,success,True,False,False,15,133.06810014563246,0.002776967724654164,0.00829766634195428,0.005570426771753349,0.0046195595964199304,0.0046195595964199304,nan,1.0,0.06666666666666667,nan,nan,0.8765309460970644,0.00022108420253947662,2,0.5589722503395853,0.025672180756503286,0.012264773429819244,0.013407407326684042
wide_current,hard_full_light_bucket,full_light_geometry,5,980005,success,True,False,False,15,134.33336730433604,0.003803772979719337,0.007985303351920381,0.00618619824059639,0.004430407425306424,0.004430407425306424,nan,1.0,0.06666666666666667,nan,nan,0.8909644152839232,7.173172041036927e-05,2,0.6047026627983129,0.026803624675702256,0.011942720007308125,0.014860904668394131
wide_current,hard_full_light_bucket,full_light_geometry,6,980006,collision,False,True,False,7,-287.2323074367364,0.03371844804744589,0.04947041846450129,0.044129617398466554,0.0021356471129415446,nan,0.0021356471129415446,0.0,0.0,0.0,0.0,1.0699704717914518,0.00010429957032119958,2,0.5519019351370662,0.028456882397909642,0.012237233279265118,0.016219649118644524
wide_current,hard_full_light_bucket,full_light_geometry,7,980007,success,True,False,False,17,132.17658099172752,0.004638042569806273,0.008288284894113818,0.005987672627152087,0.004265450980089054,0.004265450980089054,nan,1.0,0.11764705882352941,nan,nan,0.9308368720825453,5.2976060675675925e-05,2,0.6707977882295184,0.028208412633358666,0.012293963519023466,0.015914449114335198
wide_current,hard_full_light_bucket,full_light_geometry,8,980008,collision,False,True,False,75,-220.28586127802114,0.02011454532946548,0.011573734015786208,0.01256735225516555,0.006549477548293222,0.006863023090646589,0.005171918836499761,0.92,0.0,0.0,0.0,0.8125199617421598,0.0001921031688142057,2,0.6989181486142207,0.02632127431800842,0.011789861307952577,0.014531413010055843
wide_current,hard_full_light_bucket,full_light_geometry,9,980009,collision,False,True,False,6,-294.20202628468184,0.03473344262615586,0.048946737389203965,0.04639991237245799,0.002322120510055405,nan,0.002322120510055405,0.0,0.0,0.0,0.0,0.8277527403236441,0.00024681038713689126,2,0.6333671840860361,0.028970107435123738,0.01154908839888226,0.017421019036241478
wide_current,hard_full_light_bucket,full_light_geometry,10,980010,success,True,False,False,59,212.8060674847889,0.004984101837266087,0.007708962625370019,0.006794461023764922,0.003805067321781192,0.003805067321781192,nan,1.0,0.06779661016949153,nan,nan,0.9831393030057254,6.171488534437358e-06,2,0.6393162031253864,0.027425258696592663,0.011722178577578148,0.015703080119014515
wide_current,hard_full_light_bucket,full_light_geometry,11,980011,collision,False,True,False,7,-289.6675046728387,0.03634212258297028,0.04834513957681008,0.04396022588469794,0.0024494354294293938,nan,0.0024494354294293938,0.0,0.0,0.0,0.0,0.8478450489071468,0.00022230753559440876,2,0.6222426208768631,0.02669079563328121,0.011624307167362728,0.01506648846591848
wide_current,hard_full_light_bucket,full_light_geometry,12,980012,success,True,False,False,18,134.7972300547737,0.0026031712685493156,0.008486311815379288,0.00415296009531393,0.004989276131623161,0.005262283200940293,nan,0.7777777777777778,0.16666666666666666,nan,nan,0.9669358941941933,0.00020978876007306574,2,0.5859049100578199,0.028048571340213005,0.012056637334332139,0.015991934005880865
wide_current,hard_full_light_bucket,full_light_geometry,13,980013,collision,False,True,False,6,-297.0321686523086,0.035649711814561814,0.0491579187253256,0.03875535722930355,0.004326380202187779,nan,0.004326380202187779,0.0,0.0,0.0,0.0,0.9394515395714433,9.592132318073523e-05,2,0.6118270264089134,0.027181313419121184,0.011782081665146257,0.015399231753974927
wide_current,hard_full_light_bucket,full_light_geometry,14,980014,success,True,False,False,38,177.4933222815058,0.004913558819978562,0.008363963673486796,0.0068892829966507195,0.0037081148225335202,0.003916159390682149,nan,0.8421052631578947,0.05263157894736842,nan,nan,1.0085120802980847,0.0002142168103807526,2,0.6804004089299114,0.027375815360066814,0.012370093958332495,0.015005721401734319
wide_current,hard_full_light_bucket,full_light_geometry,15,980015,collision,False,True,False,7,-294.53873174304545,0.02923589496052288,0.04788654324155306,0.03062147343461667,0.0038413138542794972,nan,0.0038413138542794972,0.0,0.0,0.0,0.0,0.9333468777607875,0.0002107449165239319,2,0.6767992299855987,0.025800857561020282,0.011687185896821144,0.014113671664199138
wide_current,hard_full_light_bucket,full_light_geometry,16,980016,collision,False,True,False,6,-295.9991161997644,0.03195597027594173,0.048850785163794375,0.027547273781992898,0.0025275821996616566,0.0025275821996616566,0.0025275821996616566,1.0,0.0,0.0,0.0,0.9954078344904496,3.014374225562419e-05,2,0.615150781297805,0.025560383493744985,0.011549503332569737,0.014010880161175248
wide_current,hard_full_light_bucket,full_light_geometry,17,980017,collision,False,True,False,10,-295.04452401708386,0.022827772025425224,0.025844805408921645,0.010241660772692323,0.004586455050360362,0.005441347439451899,0.0049814797574198166,0.4,0.0,0.0,0.25,1.0800908047557762,4.412862674648416e-05,2,0.6846125744289302,0.02775968665182716,0.011627836129100337,0.016131850522726823
wide_current,hard_full_light_bucket,full_light_geometry,18,980018,collision,False,True,False,9,-287.25844898752604,0.0334503303215883,0.04975606496220919,0.017265834061386178,0.004220600290196816,0.007044407875307131,0.004310597868944449,0.3333333333333333,0.0,0.0,0.0,1.0064979799981266,0.00017395854179579789,2,0.6389977637985503,0.026815585246405683,0.011920888869161102,0.014894696377244582
wide_current,hard_full_light_bucket,full_light_geometry,19,980019,collision,False,True,False,7,-291.3281833642723,0.03071593719759298,0.048433737504569696,0.03285894014066797,0.0031758781588302532,nan,0.0031758781588302532,0.0,0.0,0.0,0.0,0.917512219902967,0.00010720472398326173,2,0.584007660491763,0.028196454828973663,0.011642721338913392,0.01655373349006027
wide_current,hard_full_light_bucket,full_light_geometry,20,980020,success,True,False,False,112,169.18766428748836,0.004984011240851656,0.008238590442633531,0.0050617964224542854,0.005938820505814261,0.005938820505814261,nan,1.0,0.5446428571428571,nan,nan,1.036701109868377,7.17338586146025e-05,2,0.5684135743415181,0.025724082034156343,0.012420934597534268,0.013303147436622075
wide_current,hard_full_light_bucket,full_light_geometry,21,980021,collision,False,True,False,6,-296.1815789359547,0.06912013400804781,0.04977355622260726,0.07733845531129345,0.0023725601249748787,nan,0.0023725601249748787,0.0,0.0,0.0,0.0,0.8064595683256164,7.564690210817213e-05,2,0.6242130487750875,0.02584367962944444,0.012324953718160957,0.013518725911283482
wide_current,hard_full_light_bucket,full_light_geometry,22,980022,success,True,False,False,15,129.40300998389225,0.002419070006993001,0.008020254037116703,0.005522915846894097,0.003895046032074375,0.003895046032074375,nan,1.0,0.06666666666666667,nan,nan,0.8959344188628202,8.319556111495461e-05,2,0.6213043050365187,0.025744557921555656,0.01202314576365782,0.013721412157897836
wide_current,hard_full_light_bucket,full_light_geometry,23,980023,collision,False,True,False,6,-303.7886534016893,0.0202432359028596,0.04306595005487179,0.00041715385042769216,0.003502627116602408,0.003502627116602408,0.003502627116602408,1.0,0.0,0.0,0.16666666666666666,0.952270365545895,0.00013775824369464972,2,0.625469348364993,0.025104411166331074,0.011575199608635709,0.013529211557695365
wide_current,hard_full_light_bucket,full_light_geometry,24,980024,collision,False,True,False,6,-297.623066501976,0.07131951574084726,0.049622705302192927,0.07786036668362087,0.003807154168467239,nan,0.003807154168467239,0.0,0.0,0.0,0.0,0.9206534625552203,0.00015523593400944266,2,0.5584323902155853,0.02886958710269788,0.012196859355268378,0.016672727747429502
wide_current,hard_full_light_bucket,full_light_geometry,25,980025,collision,False,True,False,6,-295.86158501904345,0.04012270084851366,0.04842397194149384,0.04246110320536896,0.0032061541944470064,nan,0.0032061541944470064,0.0,0.0,0.0,0.0,1.0319358678656474,0.00019101777451790123,2,0.6754985364518985,0.02865630926168813,0.011936322531933299,0.016719986729754832
wide_current,hard_full_light_bucket,full_light_geometry,26,980026,collision,False,True,False,8,-292.0943704215478,0.031137806832582462,0.04980198062821173,0.028663847363344052,0.0025926929662260425,0.0018497104796993485,0.0025926929662260425,0.25,0.0,0.0,0.0,1.0522301176242062,5.128395837305805e-05,2,0.6599421875741108,0.027827299440323562,0.012322152034312408,0.015505147406011154
wide_current,hard_full_light_bucket,full_light_geometry,27,980027,success,True,False,False,17,131.7725509147876,0.0031761585699084643,0.00834546092729993,0.005906272306448758,0.0038805301802511782,0.0038805301802511782,nan,1.0,0.058823529411764705,nan,nan,0.9324316704122955,2.5236063115256504e-06,2,0.6978195420620973,0.028795930145569082,0.012298587540805797,0.016497342604763286
