episode,seed,outcome,success,collision,timeout,steps,episode_return,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,final_xy_bucket,min_xy_bucket,mean_action_z,mean_action_xy_norm,last_action_x,last_action_y,last_action_z,hole_half_size,peg_radius,hole_clearance
10,740010,success,True,False,False,17,144.83488845123242,0.002969705163953236,0.008331468482894677,0.0021406133559690606,0.006363409935546516,aligned_<0.005,aligned_<0.005,0.0015007743118878674,0.004930694668966835,0.004825335927307606,0.0015363823622465134,0.00469030998647213,0.022297952545543093,0.012,0.010297952545543092
11,740011,timeout,False,False,True,200,244.64622534280915,0.00900833383310467,0.029884674707862935,0.0008426835544330062,0.007041682337775912,near_0.005_0.015,aligned_<0.005,0.0026831598300486805,0.0053959064817857595,0.004996820352971554,0.0036230292171239853,0.004908855073153973,0.020886552499656205,0.012,0.008886552499656204
12,740012,success,True,False,False,9,129.1935767507919,0.004876091828707712,0.005761439996742057,0.0037170694897599435,0.005761439996742057,aligned_<0.005,aligned_<0.005,-0.0004400800292690595,0.003577336564904785,0.0024060141295194626,0.0020627640187740326,0.002854791469871998,0.02184145888948217,0.012,0.00984145888948217
13,740013,collision,False,True,False,143,-125.19034443238641,0.02015848378204713,0.06751380487126435,0.002857273051671626,0.00576603419063948,off_0.015_0.030,aligned_<0.005,0.00040616337665832125,0.005022426144403584,-0.004883232992142439,0.0049997856840491295,-0.0049401805736124516,0.02498490318812769,0.012,0.01298490318812769
14,740014,success,True,False,False,15,147.72391905761913,0.004890693448001899,0.007944966200315151,0.002821934447254462,0.004371737054947533,aligned_<0.005,aligned_<0.005,0.0009379886401196321,0.005280040690440474,0.00470802653580904,-0.0006425920873880386,0.0040622614324092865,0.02133516666470987,0.012,0.00933516666470987
15,740015,success,True,False,False,17,146.6902834264782,0.004956247154256536,0.007837266171074275,0.004054178363274053,0.004251379412903877,aligned_<0.005,aligned_<0.005,0.0010136524900136625,0.004754900796803795,0.003238449804484844,-0.00033156760036945343,0.002843388356268406,0.02145008866149147,0.012,0.009450088661491468
16,740016,success,True,False,False,19,144.36160728812578,0.003239594961670925,0.008009989935577888,0.0022336710931877024,0.00606805233868557,aligned_<0.005,aligned_<0.005,0.0015073351341446763,0.004707333705058392,0.00440332293510437,0.0025001466274261475,0.0038853660225868225,0.02177030893996862,0.012,0.009770308939968619
17,740017,success,True,False,False,9,134.23870819993397,0.0022547777921384394,0.0043169959103562805,0.0022547777921384394,0.0043169959103562805,aligned_<0.005,aligned_<0.005,-0.0018525709812011984,0.005041694742016456,-0.0006498745642602444,0.0033847829326987267,0.0027364990673959255,0.024283222744118732,0.012,0.012283222744118732
18,740018,success,True,False,False,16,151.60747668236084,0.004811885748307823,0.008463291458551403,0.0026902869014334696,0.005211184801454105,aligned_<0.005,aligned_<0.005,0.0009217769547831267,0.005677779660621372,0.00473913736641407,-0.0031540216878056526,0.0036448370665311813,0.020539548100266265,0.012,0.008539548100266265
19,740019,success,True,False,False,16,148.01975332318545,0.0029958163251089078,0.009928821203993188,0.00036122401623802546,0.005251105298183845,aligned_<0.005,aligned_<0.005,0.0014330299600260332,0.005606102127763192,0.0047955019399523735,-0.002339828060939908,0.004703538492321968,0.020051939690869804,0.012,0.008051939690869803
20,740020,success,True,False,False,15,136.99204787716357,0.004471691899105127,0.006762650943804016,0.0019065905172315875,0.006762650943804016,aligned_<0.005,aligned_<0.005,0.001104676288863023,0.005124912804723219,0.0047922274097800255,-0.0006253821775317192,0.004264881834387779,0.02052635676278311,0.012,0.00852635676278311
21,740021,success,True,False,False,15,143.73365921926575,0.0009693987301435617,0.007889686237921634,0.0009693987301435617,0.006321245205835102,aligned_<0.005,aligned_<0.005,0.0022224033096184333,0.005506178242364499,0.002830497920513153,0.003764902241528034,0.004324809648096561,0.021646580383307298,0.012,0.009646580383307297
22,740022,success,True,False,False,35,177.98968604392246,0.004969227589225547,0.00798126108863395,0.004969227589225547,0.0071262791628409206,aligned_<0.005,aligned_<0.005,0.0035851532061185157,0.004285889738586518,0.0020702779293060303,2.209283411502838e-05,0.003890865482389927,0.02440517029084674,0.012,0.01240517029084674
23,740023,success,True,False,False,26,174.49283565777273,0.004786875746688018,0.007951516997035224,0.0016302061348496722,0.005169185738070348,aligned_<0.005,aligned_<0.005,0.002785828152599816,0.004668474277418414,0.004657468758523464,-0.0014051222242414951,0.00457429513335228,0.021237591299911988,0.012,0.009237591299911987
24,740024,collision,False,True,False,7,-295.8080506608007,0.04116632126108361,0.049099778808450734,0.04116632126108361,0.049099778808450734,far_>=0.030,far_>=0.030,0.0013040290879351752,0.004119758261800893,0.004560193978250027,0.001495738048106432,-0.00029144901782274246,0.02097317000352677,0.012,0.008973170003526768
25,740025,success,True,False,False,8,131.44749048126542,0.003432580278395566,0.005259324528058329,0.0019985701277763835,0.005259324528058329,aligned_<0.005,aligned_<0.005,-0.0018794384959619492,0.004838798096486578,0.0016852105036377907,0.003432950936257839,0.003040820360183716,0.02493583552871212,0.012,0.012935835528712119
26,740026,success,True,False,False,39,162.40756896230528,0.004988497198127301,0.007781316426521023,0.0017300488382020445,0.004828528996600134,aligned_<0.005,aligned_<0.005,0.0020725805587015855,0.003707727715364707,-0.0007886029779911041,-0.0015893757808953524,0.00019705761224031448,0.02498272351825353,0.012,0.012982723518253528
27,740027,success,True,False,False,22,153.94924556769567,0.0048368997338716704,0.007945392265778839,0.0048368997338716704,0.006393500505637917,aligned_<0.005,aligned_<0.005,0.002276822152039544,0.004109074721913289,0.0007183845154941082,0.0023410413414239883,0.003511718474328518,0.0243849688179952,0.012,0.012384968817995199
28,740028,success,True,False,False,13,137.5577125416017,0.004556944723509822,0.006020216238181497,0.0038435036582763807,0.006020216238181497,aligned_<0.005,aligned_<0.005,0.001061812831232181,0.005633133288896499,0.001719299703836441,0.004053112119436264,0.0033684726804494858,0.021604535778100616,0.012,0.009604535778100616
29,740029,success,True,False,False,12,137.74492495216487,0.004236084423598977,0.00521484428159924,0.0014156937804261208,0.00521484428159924,aligned_<0.005,aligned_<0.005,0.0004034459319276114,0.004984800743343795,0.0017994455993175507,-0.000964771956205368,0.0029307296499609947,0.02258612149321263,0.012,0.010586121493212631
30,740030,success,True,False,False,17,153.51075637487227,0.004326464566485679,0.00790503264292619,0.0024218807728736834,0.00547074980470541,aligned_<0.005,aligned_<0.005,0.0014538815628518077,0.005189624848292336,0.004295580089092255,-0.0009730793535709381,0.004120246507227421,0.021536672309714705,0.012,0.009536672309714705
31,740031,success,True,False,False,23,149.53280237126557,0.004995968368539391,0.007916310298465179,0.0021681104550237106,0.006847802613088594,aligned_<0.005,aligned_<0.005,0.0028548394532307334,0.004931064584847024,0.0005646995268762112,-0.00029297778382897377,0.0034848256036639214,0.022990280794181424,0.012,0.010990280794181424
32,740032,success,True,False,False,12,135.05542910836496,0.0031454538984782136,0.007164022823955896,0.0020327315762947,0.007164022823955896,aligned_<0.005,aligned_<0.005,0.00044073956087231636,0.005242516688221513,-0.0028264885768294334,0.0038468586280941963,0.0031254012137651443,0.020864843788431287,0.012,0.008864843788431286
33,740033,success,True,False,False,14,143.511244748901,0.003477282285270354,0.009130097991609687,0.002971472561330937,0.004626254932649898,aligned_<0.005,aligned_<0.005,0.0007000271497028214,0.005572681778132893,0.004914113320410252,-0.0006203688681125641,0.004812946543097496,0.022655146239512466,0.012,0.010655146239512466
34,740034,success,True,False,False,42,207.71226493301495,0.004564396412103866,0.007994810011503595,0.0029550754604504054,0.006547369585829466,aligned_<0.005,aligned_<0.005,0.004108507917927844,0.005292502950858673,0.004578502848744392,-0.0014494473580271006,0.004004264250397682,0.02424912301590717,0.012,0.012249123015907169
35,740035,success,True,False,False,19,141.10970511023714,0.0015605278807376084,0.0068495056604851445,0.0015605278807376084,0.0068495056604851445,aligned_<0.005,aligned_<0.005,0.002698374765091821,0.004928481374593639,-0.0001602955162525177,0.0032181767746806145,0.004056770354509354,0.02076242699794241,0.012,0.00876242699794241
36,740036,success,True,False,False,15,143.2234980125552,0.0017405810127235528,0.007784643619198062,0.0017405810127235528,0.006552086058211448,aligned_<0.005,aligned_<0.005,0.0014067457057535648,0.0052704818460926565,0.004580717533826828,0.00042923446744680405,0.004707770422101021,0.020013003630215815,0.012,0.008013003630215815
37,740037,success,True,False,False,14,146.78420612827273,0.004341975973467856,0.0076456103995220515,0.004341975973467856,0.006391066098316633,aligned_<0.005,aligned_<0.005,0.0015216542607439415,0.005544296517776437,0.0032345643267035484,0.004197056405246258,0.004539920017123222,0.02396447019499577,0.012,0.011964470194995771
38,740038,success,True,False,False,17,154.399548293323,0.0023680239093821736,0.008168365582789328,0.0023680239093821736,0.006908050333216065,aligned_<0.005,aligned_<0.005,0.002417921074940001,0.005544631027572861,0.004756380803883076,0.0034628892317414284,0.004655257798731327,0.02144294904659576,0.012,0.009442949046595761
39,740039,success,True,False,False,15,148.15326089295584,0.004016057908237151,0.008453716833588643,0.004016057908237151,0.007057369669040914,aligned_<0.005,aligned_<0.005,0.0018195407775541148,0.005849571629888754,0.004424856044352055,0.0027135596610605717,0.004621707834303379,0.02415002228311402,0.012,0.012150022283114018
40,740040,collision,False,True,False,183,-244.1556359589648,0.026814054078278762,0.05133001309242535,0.003860202154716626,0.006267429812669922,off_0.015_0.030,aligned_<0.005,0.0014890488135358676,0.004953351965877281,0.004039815627038479,0.004995673894882202,-0.004856639541685581,0.022565768532213964,0.012,0.010565768532213964
41,740041,success,True,False,False,67,214.3429915744028,0.004996860434835602,0.007852132102961762,0.004996860434835602,0.005754959516289682,aligned_<0.005,aligned_<0.005,0.002975478712747346,0.002364338655061505,0.0024859015829861164,-0.00012839771807193756,0.003500259481370449,0.023179348214810408,0.012,0.011179348214810408
42,740042,success,True,False,False,15,147.74497516404352,0.004658952241926072,0.005580808481684518,0.001579717069387678,0.005580808481684518,aligned_<0.005,aligned_<0.005,0.0014483718977620205,0.005563135098025894,0.002597206272184849,0.0034319553524255753,0.003833247348666191,0.02199771883743373,0.012,0.00999771883743373
43,740043,collision,False,True,False,12,-315.29948534397533,0.10383610739195144,0.004204079102169245,0.05812411540060069,0.004204079102169245,far_>=0.030,far_>=0.030,0.00012777047231793404,0.004882471017369013,-0.000412842258810997,-0.0010410938411951065,-0.0028469786047935486,0.02442553719949543,0.012,0.012425537199495431
44,740044,collision,False,True,False,10,-317.06463145146785,0.09643181108109751,0.005285875580317678,0.05495903367587399,0.005285875580317678,far_>=0.030,far_>=0.030,-0.0011575019918382168,0.00638755056343029,-0.004155132919549942,-0.0038452446460723877,-0.004909504670649767,0.021696151161777595,0.012,0.009696151161777595
45,740045,success,True,False,False,10,135.4492425546913,0.003285873693136051,0.008762461506739094,0.002551621835835606,0.008762461506739094,aligned_<0.005,aligned_<0.005,-0.0002627166220918298,0.005597392075893291,0.0012879883870482445,0.0037162164226174355,0.00114102428779006,0.023072246734685647,0.012,0.011072246734685647
46,740046,success,True,False,False,45,208.81790257734718,0.004941180022684276,0.007870115636628316,0.004941180022684276,0.00560244513102337,aligned_<0.005,aligned_<0.005,0.003643278032541275,0.004357837548869038,0.0018337392248213291,0.001102786511182785,0.0038666334003210068,0.023817582572362973,0.012,0.011817582572362973
47,740047,collision,False,True,False,10,-293.0472244023483,0.04888125618065071,0.049289552094748945,0.04664933524332971,0.049289552094748945,far_>=0.030,far_>=0.030,0.0032387692015618088,0.004135182353106955,0.004504578188061714,-0.001124081201851368,0.0028183041140437126,0.022422061585519633,0.012,0.010422061585519633
48,740048,success,True,False,False,14,144.22692770250495,0.004729343179258637,0.007887897042315628,0.001637269729168783,0.005402517010583918,aligned_<0.005,aligned_<0.005,0.0016922017260055458,0.005370856447697075,0.0048834169283509254,0.0018147202208638191,0.004818408749997616,0.023854140499571835,0.012,0.011854140499571834
49,740049,success,True,False,False,39,196.96748632744834,0.004942290566522297,0.00787932021648563,0.004604062058943925,0.005201776782684631,aligned_<0.005,aligned_<0.005,0.0034514205673566232,0.0046904917606182565,0.0036472734063863754,0.00046270666643977165,0.003861973062157631,0.02170254748601382,0.012,0.009702547486013818
50,740050,success,True,False,False,16,145.5933820368147,0.0018452915863487506,0.008105957706027622,0.0018452915863487506,0.008105957706027622,aligned_<0.005,aligned_<0.005,0.001719196283374913,0.005610072485702083,0.002503697294741869,3.6874786019325256e-05,0.0015098820440471172,0.023510370486347985,0.012,0.011510370486347985
51,740051,success,True,False,False,18,144.00242521748447,0.003292745200635368,0.009923326569255209,0.0028103272612949627,0.009923326569255209,aligned_<0.005,aligned_<0.005,0.0028189251121754446,0.004571904165869425,-0.0009482461027801037,0.0010475600138306618,0.002746064681559801,0.0220212987116901,0.012,0.0100212987116901
52,740052,success,True,False,False,19,158.20475119926252,0.00408581745215148,0.007943665333844496,0.0030043896877467243,0.0062486219811580535,aligned_<0.005,aligned_<0.005,0.0029785644973775276,0.005084332137869461,0.004818065091967583,0.0025786818005144596,0.004763427190482616,0.022789382001451006,0.012,0.010789382001451006
53,740053,success,True,False,False,13,143.83868628577483,0.004878846393026884,0.008190404366304027,0.004878846393026884,0.006266651752418251,aligned_<0.005,aligned_<0.005,0.001008243407480992,0.004922237087460193,0.0044721802696585655,0.003059309907257557,0.0043564485386013985,0.02455692893660536,0.012,0.012556928936605361
54,740054,success,True,False,False,22,161.1965929547214,0.004907931563242953,0.008025473081689882,0.003202108068217495,0.007026509856843943,aligned_<0.005,aligned_<0.005,0.002797248805026439,0.005623689341911546,0.0037458697333931923,-0.0012947216164320707,0.0035677244886755943,0.020336864456634293,0.012,0.008336864456634292
55,740055,success,True,False,False,12,128.57559839028437,0.004655953848208298,0.007524812749977627,0.002940341455956711,0.007524812749977627,aligned_<0.005,aligned_<0.005,0.0013522615966697533,0.004678790524212574,0.0010700630955398083,0.0026284311898052692,0.004414082504808903,0.02239696794066393,0.012,0.010396967940663929
56,740056,success,True,False,False,17,158.66250191938698,0.004503708685003427,0.00793920664711556,0.004503708685003427,0.007454535105779203,aligned_<0.005,aligned_<0.005,0.002880849368760691,0.005707265250522543,0.00026184041053056717,0.0017817579209804535,0.004475942812860012,0.02285005712111591,0.012,0.010850057121115909
57,740057,success,True,False,False,7,132.89993331732578,0.004113326146261861,0.009917309177333467,0.0024339913807765066,0.009917309177333467,aligned_<0.005,aligned_<0.005,-0.0038325391776327577,0.004683263873888303,-0.0012447461485862732,0.0034482041373848915,-0.002445672173053026,0.02216170161512683,0.012,0.01016170161512683
58,740058,success,True,False,False,13,143.98240677579577,0.004188074720110239,0.0049211214467520525,0.0028748358200182123,0.0049211214467520525,aligned_<0.005,aligned_<0.005,0.0010193085942703944,0.004966724013347278,0.0019429754465818405,-0.0006209788843989372,0.0023217699490487576,0.021220764227181412,0.012,0.009220764227181412
59,740059,success,True,False,False,10,138.86659977139368,0.0035475762926244717,0.003889618890283164,0.001698153986104161,0.003889618890283164,aligned_<0.005,aligned_<0.005,-0.0014483997831121088,0.004848496257841058,0.0017800531350076199,0.0009646676480770111,6.605451926589012e-05,0.020721201838680033,0.012,0.008721201838680033
60,740060,collision,False,True,False,181,-337.43074112602994,0.021094556206615545,0.05103306858562617,0.0026296690082457863,0.005040171285440431,off_0.015_0.030,aligned_<0.005,-0.001062526145064946,0.005128524330621239,0.0001218058168888092,0.004999998956918716,-0.004954183474183083,0.023578121535343718,0.012,0.011578121535343718
61,740061,collision,False,True,False,7,-291.76942463323593,0.02049551049977642,0.046756350620763,0.0014941470627493356,0.046756350620763,off_0.015_0.030,aligned_<0.005,0.0005480059356029544,0.006474382931188127,0.004955906420946121,-0.004370282404124737,0.0005147457122802734,0.022719794307101655,0.012,0.010719794307101654
62,740062,success,True,False,False,17,152.15273316870378,0.003659234141426567,0.007303695272675159,0.003659234141426567,0.007303695272675159,aligned_<0.005,aligned_<0.005,0.002579948864877224,0.00488879610953751,0.004158996045589447,0.0001115892082452774,0.004024701192975044,0.024667970210673427,0.012,0.012667970210673427
63,740063,success,True,False,False,14,142.39061905875937,0.002646953624844583,0.005562934957106025,0.002646953624844583,0.005562934957106025,aligned_<0.005,aligned_<0.005,0.0014631920494139194,0.005527362369612001,0.002583854366093874,-0.003885331330820918,0.0025643003173172474,0.022106741403822565,0.012,0.010106741403822565
64,740064,success,True,False,False,15,148.11596662497476,0.004752596835974351,0.007762196038426095,0.004693746563427126,0.007259307231558654,aligned_<0.005,aligned_<0.005,0.001930930915599068,0.005709248961057098,0.00023063132539391518,0.002575286664068699,0.004332065582275391,0.022651525770226326,0.012,0.010651525770226326
65,740065,success,True,False,False,24,163.46671033571425,0.004865835786329598,0.007928848890379703,0.0038758983443690697,0.006450413236322006,aligned_<0.005,aligned_<0.005,0.0028456441747645536,0.004859532844569904,0.004750540480017662,-0.0007349126972258091,0.004675564356148243,0.02053634768583918,0.012,0.00853634768583918
66,740066,success,True,False,False,31,175.66514213292777,0.004958621446225444,0.007929753197180145,0.0014287215996184454,0.007325998810731815,aligned_<0.005,aligned_<0.005,0.0030845993859392982,0.0046149495290022284,0.004366805776953697,-0.0004311995580792427,0.003783515654504299,0.024875396481137325,0.012,0.012875396481137325
67,740067,success,True,False,False,19,152.77388957094428,0.003946921521325086,0.007921737023481978,0.003946921521325086,0.006441415880107937,aligned_<0.005,aligned_<0.005,0.0021063591182035836,0.004863992238328283,0.004083268344402313,-0.0011593671515583992,0.0043313512578606606,0.02307065856851182,0.012,0.011070658568511818
68,740068,collision,False,True,False,197,-127.25436587855194,0.02194972987902951,0.04787086779059624,0.002800503166571514,0.005156382289457029,off_0.015_0.030,aligned_<0.005,0.002475654381341514,0.00511553328963884,0.00499374233186245,0.004745532758533955,0.004924532026052475,0.02358528413592193,0.012,0.011585284135921931
69,740069,success,True,False,False,16,148.67841430964202,0.0035448378354594693,0.00836066153970283,0.0035448378354594693,0.006254320059445817,aligned_<0.005,aligned_<0.005,0.0016636917425785214,0.005769214445399703,-0.003915374167263508,0.0036940397694706917,0.0038626911118626595,0.024148568952522625,0.012,0.012148568952522625
70,740070,success,True,False,False,9,137.3867004390567,0.0013576488103182061,0.005586696114312617,0.0013576488103182061,0.005586696114312617,aligned_<0.005,aligned_<0.005,-0.0012694087862554523,0.0048504319021930795,-0.0011200045701116323,0.0038940217345952988,0.002019863575696945,0.023227878253468785,0.012,0.011227878253468784
71,740071,success,True,False,False,14,145.48850932438378,0.004397630025797494,0.007397417190278532,0.0034360274514480147,0.005425803918956196,aligned_<0.005,aligned_<0.005,0.0004173872626519629,0.005508152465454413,0.003088315948843956,-0.0038183177821338177,0.003955240361392498,0.023720443048813673,0.012,0.011720443048813672
72,740072,success,True,False,False,23,160.72355798729188,0.004966909908772455,0.00797660026344571,0.0028573046938558575,0.006367421311319066,aligned_<0.005,aligned_<0.005,0.0024183179636526365,0.005372942479361029,0.004701126366853714,-0.000947518739849329,0.004225953482091427,0.02214160477098754,0.012,0.01014160477098754
73,740073,collision,False,True,False,15,-295.02367687856895,0.05517075091784288,0.04406617325263096,0.04518404384700758,0.04406617325263096,far_>=0.030,far_>=0.030,0.0040572700401147205,0.004555151089297412,0.0016385233029723167,0.0013859812170267105,0.003990134224295616,0.021189426796612197,0.012,0.009189426796612197
74,740074,success,True,False,False,17,142.13148768657334,0.004897275867073173,0.007877286202769174,0.002328930729545651,0.006200050456424466,aligned_<0.005,aligned_<0.005,0.00041684197426280557,0.004991960506404255,0.0038944752886891365,0.0012767640873789787,0.0038730986416339874,0.021378855299218846,0.012,0.009378855299218846
75,740075,success,True,False,False,12,146.3717866701879,0.003782836961729085,0.008540129401081953,0.002486052674629561,0.008540129401081953,aligned_<0.005,aligned_<0.005,8.254538988694549e-05,0.005670068430057161,0.0020522121340036392,0.00011183787137269974,-0.0019205680582672358,0.024231045232273388,0.012,0.012231045232273387
76,740076,success,True,False,False,15,140.82378012937053,0.0045857040294355975,0.007891715598392524,0.0018709371772338168,0.005766018940109752,aligned_<0.005,aligned_<0.005,0.0014691275699685016,0.004842365009389208,0.004261422902345657,0.0022721397690474987,0.004092288203537464,0.0213162666596321,0.012,0.009316266659632099
77,740077,success,True,False,False,11,138.08648049218138,0.001521861667768125,0.005854817045618632,0.001521861667768125,0.005854817045618632,aligned_<0.005,aligned_<0.005,0.0005083123687654734,0.005057112756965861,0.003480256535112858,0.003176456317305565,0.0038209985941648483,0.02444701452381732,0.012,0.012447014523817319
78,740078,success,True,False,False,16,147.56252373977455,0.004285291073154156,0.008061012728778016,0.0030381905930460446,0.005633287496175976,aligned_<0.005,aligned_<0.005,0.0004634691431419924,0.005467389464579834,0.004220916889607906,-0.003459329716861248,0.0025685750879347324,0.023020545890358964,0.012,0.011020545890358963
79,740079,collision,False,True,False,15,-325.84364055379876,0.12233943560638542,0.014482926187512901,0.05693454373300329,0.0016376802846409522,far_>=0.030,far_>=0.030,1.27864225457112e-05,0.004624300580045949,-0.0036675757728517056,-0.0021252103615552187,0.002729882951825857,0.023255488197871606,0.012,0.011255488197871606
80,740080,success,True,False,False,21,161.88457892414718,0.004884991968466909,0.00791472556178996,0.0019834370831713797,0.00426968000691097,aligned_<0.005,aligned_<0.005,0.0018980313935095356,0.0052056056376842035,0.0047018444165587425,-0.0013911693822592497,0.004354337230324745,0.023475752858547562,0.012,0.011475752858547562
81,740081,collision,False,True,False,182,-201.90696950211805,0.020751963319599925,0.04864457456479443,0.0016082952401900443,0.010769516184341632,off_0.015_0.030,aligned_<0.005,0.0018805113012114395,0.00486638694828612,-0.00115542346611619,0.004999191500246525,-0.004987775348126888,0.020845752427805675,0.012,0.008845752427805675
82,740082,success,True,False,False,14,144.6361302979226,0.003922841162434066,0.006094019996242261,0.0038437359918554017,0.006094019996242261,aligned_<0.005,aligned_<0.005,0.001629854885063001,0.005073910745864338,0.0035242317244410515,0.002966664731502533,0.002381413709372282,0.0215597001093684,0.012,0.0095597001093684
83,740083,success,True,False,False,15,150.1951973430766,0.0035775122204796924,0.008363221388909214,0.0035775122204796924,0.005249890090987419,aligned_<0.005,aligned_<0.005,0.0019927257671952248,0.005690846478147702,0.004973811097443104,0.0005817366763949394,0.004938876256346703,0.023046196160170895,0.012,0.011046196160170895
84,740084,success,True,False,False,13,142.61528551769896,0.00448080012461835,0.007857097915996536,0.00367836328729267,0.005713971616615576,aligned_<0.005,aligned_<0.005,0.0013790131689837347,0.005019077896901828,0.004637483507394791,0.002452547661960125,0.004485581070184708,0.021602364688616704,0.012,0.009602364688616704
85,740085,success,True,False,False,17,156.2106995299231,0.004946595257480694,0.007917558353794818,0.004946595257480694,0.006866227723587914,aligned_<0.005,aligned_<0.005,0.002330078003818498,0.005433862940115792,-0.003058765782043338,0.001214863732457161,0.0022733057849109173,0.023271121014484152,0.012,0.011271121014484152
86,740086,success,True,False,False,13,137.9655725920152,0.004530489283535893,0.005426973535024304,0.0014720347851232625,0.005426973535024304,aligned_<0.005,aligned_<0.005,0.0003979800698848871,0.004283670270220147,0.00011993804946541786,-0.0008297264575958252,0.0011193137615919113,0.02328360574469592,0.012,0.011283605744695918
87,740087,success,True,False,False,14,146.6535531354854,0.0037649527582002875,0.00891440419157441,0.0037649527582002875,0.00891440419157441,aligned_<0.005,aligned_<0.005,0.0012276109441050462,0.004605866607309629,0.0035930871963500977,0.0016051707789301872,0.0018384410068392754,0.02131771478036828,0.012,0.009317714780368278
88,740088,success,True,False,False,13,145.67699160944184,0.0049539573397780045,0.008231147986953236,0.0049539573397780045,0.006442979976810648,aligned_<0.005,aligned_<0.005,0.00136501479965563,0.00597192026965316,0.004700806923210621,0.0021080304868519306,0.004274730570614338,0.024296498505996827,0.012,0.012296498505996827
89,740089,success,True,False,False,18,141.60974534423175,0.004706555192282092,0.007224262351987032,0.0003730035774148242,0.005953434865668572,aligned_<0.005,aligned_<0.005,0.0012490243211181627,0.004129368248847478,0.0047730207443237305,0.0023380271159112453,0.004610900767147541,0.020173322673403462,0.012,0.008173322673403462
90,740090,success,True,False,False,10,135.03113951981055,0.004322135677781452,0.00967334375971085,0.004322135677781452,0.00967334375971085,aligned_<0.005,aligned_<0.005,0.0011682527838274837,0.0049469106289561394,0.004787215031683445,0.0026117325760424137,0.004785999655723572,0.020168494064871045,0.012,0.008168494064871044
91,740091,success,True,False,False,16,153.92862207956023,0.004249923853569762,0.007971956444769002,0.004249923853569762,0.006551798800442432,aligned_<0.005,aligned_<0.005,0.0022803323809057474,0.0053345246386812695,0.003948240540921688,0.002634606324136257,0.0038322247564792633,0.02451420129504489,0.012,0.01251420129504489
