episode,step,control_period_sec,reward,episode_return,terminated,truncated,success,collision,dist_xy,dist_z,shaped_distance,desired_z,guard_enabled,guard_active,action_limited,workspace_limited,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,policy_action_x,policy_action_y,policy_action_z,guarded_action_x,guarded_action_y,guarded_action_z,final_action_x,final_action_y,final_action_z,raw_action_x,raw_action_y,raw_action_z,limited_action_x,limited_action_y,limited_action_z,filtered_action_x,filtered_action_y,filtered_action_z,safe_action_x,safe_action_y,safe_action_z,env_commanded_action_x,env_commanded_action_y,env_commanded_action_z,env_applied_action_x,env_applied_action_y,env_applied_action_z,safe_target_before_clip_x,safe_target_before_clip_y,safe_target_before_clip_z,safe_target_after_clip_x,safe_target_after_clip_y,safe_target_after_clip_z
1,0,0.02,0.0,0.0,False,False,False,False,0.052592554240209845,0.07675299862419072,0.10843210985622893,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5926979184150696,0.047985777258872986,0.7275992035865784,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5926979184150696,0.047985777258872986,0.7275992035865784,0.5926979184150696,0.047985777258872986,0.7275992035865784
1,1,0.02,-0.20955796605033544,-0.20955796605033544,False,False,False,False,0.052455075306739644,0.07704465534208438,0.10786549527139487,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5916898250579834,0.04944421350955963,0.7278909087181091,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,nan,nan,nan,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,-0.00499828951433301,-0.004981240723282099,0.002170043531805277,3.348960308358073e-05,-7.833327254047617e-05,5.6113208302122075e-06,0.5876996289007366,0.04300453653559089,0.7297692471183836,0.5876996289007366,0.04300453653559089,0.7297692471183836
1,2,0.02,-0.24839642661975986,-0.4579543926700953,False,False,False,False,0.05110496129570207,0.07388305197912703,0.10832687061227707,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5893686413764954,0.050583332777023315,0.7247292995452881,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,nan,nan,nan,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,-0.004998105578124523,-0.004975660238415003,0.002165235113352537,2.9882861781516112e-05,9.528574082651176e-06,-1.0998310244758613e-05,0.5866917194798589,0.04446855327114463,0.7300561438314617,0.5866917194798589,0.04446855327114463,0.7300561438314617
1,3,0.02,1.734824830468319,1.2768704377982236,False,False,False,False,0.04567890905298148,0.06835165810141375,0.10300616000454917,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5832860469818115,0.0497874990105629,0.7191978693008423,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,nan,nan,nan,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.00499868905171752,-0.0049824584275484085,0.002627310808748007,-0.0031346033792942762,-0.003148710820823908,0.0014314560685306787,0.5843699523247778,0.04560087434947491,0.7273566103540361,0.5843699523247778,0.04560087434947491,0.7273566103540361
1,4,0.02,2.5051881509733422,3.782058588771566,False,False,False,False,0.03493069416431959,0.06164147087914329,0.08821991744949585,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.572549045085907,0.04590611532330513,0.7124876976013184,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,nan,nan,nan,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004997036885470152,-0.004988083615899086,0.0029301950708031654,-0.004115668591111898,-0.004150531720370054,0.0017789107514545321,0.5782890100963414,0.04479941539466381,0.7221280643716455,0.5782890100963414,0.04479941539466381,0.7221280643716455
1,5,0.02,2.5877655519760077,6.369824140747573,False,False,False,False,0.022386970736507045,0.05489144241724819,0.06988249905576585,0.7308462315088048,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5601257681846619,0.04028845578432083,0.7057376503944397,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,nan,nan,nan,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004987884778529406,-0.004993021953850985,0.0009698891080915928,-0.004522690083831549,-0.0044767954386770725,0.0023424914106726646,0.5675611603073776,0.040913093369454145,0.71345758670941,0.5675611603073776,0.040913093369454145,0.71345758670941
1,6,0.02,2.387355355990765,8.757179496738338,False,False,False,False,0.011480121082648261,0.048699335181986325,0.02573909301668981,0.6967667158393979,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5470715165138245,0.03377079591155052,0.6995455622673035,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,nan,nan,nan,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.0045564863830804825,-0.004990283865481615,-0.0009702835232019424,-0.004716729745268822,-0.004561733920127153,0.0026175477541983128,0.5555692818015814,0.035298171918839216,0.7047673668712378,0.5555692818015814,0.035298171918839216,0.7047673668712378
1,7,0.02,-0.8136400045166139,7.943539492221724,False,False,False,False,0.013439215650864846,0.04293404157703751,0.03770125232815154,0.7046030941122642,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5341975688934326,0.026940392330288887,0.693780243396759,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,nan,nan,nan,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,0.0038823410868644714,-0.004971078597009182,-0.0012443941086530685,-0.004665825515985489,-0.004609437193721533,0.0015190894482657313,0.5509538576006889,0.02879971731454134,0.6983011681586504,0.5509538576006889,0.02879971731454134,0.6983011681586504
1,8,0.02,-1.5947480002098564,6.348791492011868,False,False,False,False,0.01608799168871333,0.038605085521686955,0.05792286461059303,0.7151981982636582,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.530764639377594,0.02109530381858349,0.6894513368606567,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,nan,nan,nan,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,0.004917677491903305,-0.00449263583868742,0.0009264224208891392,-0.004419105127453804,-0.004774224013090134,-0.00015446858014911413,0.5391152463853359,0.022447756491601467,0.6947066658176482,0.5391152463853359,0.022447756491601467,0.6947066658176482
1,9,0.02,-0.5919439997234971,5.756847492288371,False,False,False,False,0.014593572081284301,0.03487230328404789,0.05268912920365796,0.7092205198339421,False,False,False,False,0.9412814902733933,0.00010748989841065579,2,0.6672688988596618,0.5468078851699829,0.022293703630566597,0.6508462429046631,0.5337263345718384,0.01582488603889942,0.6857185363769531,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,nan,nan,nan,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.004959065467119217,-0.0006195865571498871,0.0018763644620776176,0.0008091598283499479,-0.004749785177409649,-0.0008477288647554815,0.5357237048447132,0.0204757172614336,0.6913277013227344,0.5357237048447132,0.0204757172614336,0.6913277013227344
