episode,seed,outcome,success,collision,timeout,steps,episode_return,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,final_xy_bucket,min_xy_bucket,mean_action_z,mean_action_xy_norm,last_action_x,last_action_y,last_action_z,hole_half_size,peg_radius,hole_clearance
20,730020,collision,False,True,False,19,-314.9723459411607,0.10683045886671765,0.015430974747456139,0.0645848827984398,0.005632055879238318,far_>=0.030,far_>=0.030,0.001986190639926415,0.00626610532347617,0.00402495451271534,0.0032085375860333443,0.0027407296001911163,0.0276772708834648,0.012,0.0156772708834648
21,730021,success,True,False,False,13,140.4555353279386,0.0031904752528978575,0.007590842388994323,0.0031904752528978575,0.007590842388994323,aligned_<0.005,aligned_<0.005,0.0018603722027574594,0.004664592062515688,0.004431344568729401,0.002806797157973051,0.0032336628064513206,0.027203998306043295,0.012,0.015203998306043295
22,730022,success,True,False,False,24,154.43144976752382,0.004837557840436808,0.007805486260891503,0.004837557840436808,0.005019020532716634,aligned_<0.005,aligned_<0.005,0.001414176416195308,0.005354100712091611,0.004481388255953789,-0.00036400696262717247,0.0025440496392548084,0.028695558502021812,0.012,0.016695558502021812
23,730023,success,True,False,False,15,142.86911457797672,0.004625509442595441,0.007832962568930513,0.004625509442595441,0.00629731341615436,aligned_<0.005,aligned_<0.005,0.001681357684234778,0.004179627314506116,0.0037059057503938675,0.00098865432664752,0.003783954307436943,0.028577625693002474,0.012,0.016577625693002473
24,730024,success,True,False,False,16,148.92619281890208,0.004088540955201509,0.007795446589510702,0.004088540955201509,0.005911083730448685,aligned_<0.005,aligned_<0.005,0.0016938171465881169,0.005376275210471647,0.004947807639837265,0.0018041254952549934,0.004240303300321102,0.027358322904640704,0.012,0.015358322904640703
25,730025,success,True,False,False,13,133.48942919155763,0.0021368844963529803,0.008723462820511396,0.0021368844963529803,0.008723462820511396,aligned_<0.005,aligned_<0.005,0.0005133283826021048,0.005910220725349188,0.004971175454556942,0.0009798849932849407,0.004866269417107105,0.026011556110347035,0.012,0.014011556110347035
26,730026,success,True,False,False,35,159.00351799251345,0.004911117907018044,0.008335012163733668,0.004911117907018044,0.005198942864091061,aligned_<0.005,aligned_<0.005,0.0026744337087231023,0.005384754908110321,0.0049988022074103355,0.0004067034460604191,0.004693727940320969,0.025636914882334265,0.012,0.013636914882334265
27,730027,success,True,False,False,33,183.70421539828644,0.004833792840037099,0.007948092499799997,0.001824418824229512,0.005591563941867772,aligned_<0.005,aligned_<0.005,0.0029688780196011066,0.004936611581734747,0.004967178218066692,-0.0011878549121320248,0.0040845442563295364,0.027221676366106333,0.012,0.015221676366106333
28,730028,success,True,False,False,23,145.3990526530676,0.004829746035130524,0.00776764998042434,0.004829746035130524,0.004932196054512561,aligned_<0.005,aligned_<0.005,0.00031268840615192187,0.0058159379698802865,0.004307495430111885,0.00045010820031166077,0.0011247550137341022,0.027530278507281,0.012,0.015530278507281
29,730029,collision,False,True,False,157,-133.31803723863885,0.021062256699525633,0.028011058670015854,0.005554012838341497,0.004154277105808402,off_0.015_0.030,near_0.005_0.015,0.0025232555166741087,0.003316764965030536,0.00483133178204298,0.004598001949489117,-0.004846218507736921,0.028003934508610422,0.012,0.016003934508610422
30,730030,success,True,False,False,20,159.98745878990877,0.004530446321082584,0.007974086142896186,0.004530446321082584,0.005417840701081089,aligned_<0.005,aligned_<0.005,0.0022641727002337573,0.005405535379166078,0.004979802295565605,-0.0005022156983613968,0.004553500562906265,0.0257000204751735,0.012,0.013700020475173498
31,730031,collision,False,True,False,22,-320.35473081225683,0.14455174875587065,0.013457412975283467,0.034530198693921654,0.001046186275130645,far_>=0.030,far_>=0.030,0.0039038685235110197,0.004293177248461187,0.00318137276917696,-0.0019534968305379152,0.004840211011469364,0.025913283374926304,0.012,0.013913283374926304
32,730032,collision,False,True,False,42,-313.5068574481385,0.1303745535815317,0.004999940814724435,0.04599556660364097,0.002640703387695287,far_>=0.030,far_>=0.030,0.0035271284813504842,0.004828258739714026,0.00464183185249567,0.003022025339305401,-0.0025529423728585243,0.02839983796724859,0.012,0.01639983796724859
33,730033,collision,False,True,False,95,-291.64108393577914,0.022105552474033837,0.016724820035803445,0.0054008150680022226,0.005360816290015391,off_0.015_0.030,near_0.005_0.015,0.000855048074337997,0.005596780417237153,0.0037089306861162186,0.00040428200736641884,-0.0024182151537388563,0.02890951254610663,0.012,0.01690951254610663
34,730034,success,True,False,False,33,176.71718386953557,0.0048135405875523295,0.007785994085184655,0.0048135405875523295,0.005813962918814863,aligned_<0.005,aligned_<0.005,0.0019348522253108747,0.005162729186656926,0.004871593788266182,-0.00125292525626719,0.0032966248691082,0.02796475022382958,0.012,0.01596475022382958
35,730035,collision,False,True,False,156,-166.16566426884842,0.06474564917706571,0.04132859557314961,0.003633925249366263,0.004656188711277487,far_>=0.030,aligned_<0.005,-0.0008204422834424827,0.005247495489593205,-0.004898239392787218,0.004999839700758457,-0.004999999888241291,0.025537270111346377,0.012,0.013537270111346377
36,730036,success,True,False,False,13,146.18981451526452,0.004539390144797007,0.007945296725670237,0.004539390144797007,0.0067013639817858905,aligned_<0.005,aligned_<0.005,0.0011500214190723805,0.006303581118286481,0.004953795112669468,0.0023420159704983234,0.004391680471599102,0.026881571153805094,0.012,0.014881571153805093
37,730037,success,True,False,False,34,168.6968664262945,0.004887905428134448,0.007999791187949357,0.003390078520809014,0.0051473951899760895,aligned_<0.005,aligned_<0.005,0.0017693592851762386,0.00512320518827987,0.004884438589215279,-0.002975549316033721,0.0008545205928385258,0.02883307794228556,0.012,0.01683307794228556
38,730038,success,True,False,False,28,158.37918931395743,0.004824422311284231,0.00793732701305394,0.004824422311284231,0.004533457569734334,aligned_<0.005,aligned_<0.005,0.001907649666203984,0.004971255952493116,0.0044183675199747086,-0.002504538046196103,0.0029651708900928497,0.028997707538765276,0.012,0.016997707538765276
39,730039,success,True,False,False,11,141.18018592337717,0.0007383066426571111,0.00652251421460015,0.0007383066426571111,0.00652251421460015,aligned_<0.005,aligned_<0.005,-3.467466343532909e-05,0.0052289716638325955,0.004758251830935478,0.0014808429405093193,0.004137130454182625,0.02882445170886889,0.012,0.01682445170886889
40,730040,collision,False,True,False,133,-120.60378094392766,0.020442743531222975,0.08227232867241374,0.0019420373368210406,0.006115925330647309,off_0.015_0.030,aligned_<0.005,-0.000760697603883936,0.005705813447481525,-0.004994458053261042,0.004999999888241291,-0.004999999888241291,0.02625317821743968,0.012,0.01425317821743968
41,730041,collision,False,True,False,7,-301.31601149495424,0.027258951967635517,0.0494316956587898,0.010021753032468403,0.0494316956587898,off_0.015_0.030,near_0.005_0.015,0.0013774318753608636,0.004992491368193619,-0.0005755131132900715,0.0037350207567214966,-0.0006472775712609291,0.025114959848884254,0.012,0.013114959848884254
42,730042,collision,False,True,False,118,-125.69463143346263,0.021386649868186114,0.0757978052277668,0.0018333392974104641,0.0050856775989917,off_0.015_0.030,aligned_<0.005,-0.001148022835584894,0.005504978425912867,-0.004999599419534206,0.004999999888241291,-0.004999999422580004,0.028140626616877315,0.012,0.016140626616877315
43,730043,success,True,False,False,29,142.4435009314411,0.004934209924996657,0.007783749276671914,0.002078019231170252,0.006137959149251748,aligned_<0.005,aligned_<0.005,0.0006826811405862199,0.0035017579794031557,-0.00014207465574145317,-0.0009771804325282574,0.00025099143385887146,0.027322081726005056,0.012,0.015322081726005056
44,730044,success,True,False,False,29,165.6090357523651,0.004976214271569082,0.007771260922460943,0.004976214271569082,0.005556950345162348,aligned_<0.005,aligned_<0.005,0.0015923951688254702,0.005208929333512599,0.004307984374463558,-0.001700046705082059,0.0008375467732548714,0.025529696979688026,0.012,0.013529696979688026
45,730045,collision,False,True,False,5,-294.2517049065082,0.027868016398706764,0.04729459453636464,0.027868016398706764,0.04729459453636464,off_0.015_0.030,off_0.015_0.030,-0.002555176801979542,0.006201081250973085,-0.004970101173967123,0.0044351061806082726,-0.004981642123311758,0.026447860008964964,0.012,0.014447860008964964
46,730046,collision,False,True,False,98,-252.99651978442154,0.02001692042060021,0.012316063036220126,0.005750660228087161,0.005687826852794342,off_0.015_0.030,near_0.005_0.015,0.0017092800081460451,0.005845727035533095,0.004996287636458874,-0.0018395108636468649,0.004805896431207657,0.02601592776636516,0.012,0.01401592776636516
47,730047,collision,False,True,False,140,-150.97859195511347,0.022870227743536344,0.06850010622299274,0.004815904961597079,0.0051390072050789826,off_0.015_0.030,aligned_<0.005,-0.002093461062759161,0.005611943174086201,-0.003566564992070198,0.004999998956918716,-0.004999999888241291,0.027186521479747386,0.012,0.015186521479747386
48,730048,collision,False,True,False,6,-290.15854204048844,0.02641437290599463,0.04849917264118664,0.02641437290599463,0.04849917264118664,off_0.015_0.030,off_0.015_0.030,0.0012276829996456702,0.0056162690085128945,0.004627760499715805,0.0031556449830532074,0.004599672742187977,0.025293645029344503,0.012,0.013293645029344502
49,730049,success,True,False,False,8,127.28324577026677,0.0036058167498382514,0.006077046583180534,0.002007093938035696,0.006077046583180534,aligned_<0.005,aligned_<0.005,-0.002496908011380583,0.004025822509727444,0.0013164198026061058,0.003590737469494343,-0.001802624436095357,0.028106883286365875,0.012,0.016106883286365874
50,730050,success,True,False,False,40,186.20559840225914,0.004862917954339457,0.0077473961060893215,0.004862917954339457,0.006211497996590931,aligned_<0.005,aligned_<0.005,0.0024683622701559215,0.005169254307303546,0.004807754419744015,-0.002028481336310506,0.0007953415624797344,0.027320576193212966,0.012,0.015320576193212965
51,730051,collision,False,True,False,144,-58.89504916853966,0.020160346889380638,0.07910011335383715,0.0034873836282213917,0.0052706451204322935,off_0.015_0.030,aligned_<0.005,-0.0009513682145754703,0.00582781964070388,-0.004999625496566296,0.004999999888241291,-0.004999999888241291,0.02612440266006432,0.012,0.01412440266006432
52,730052,collision,False,True,False,7,-290.6924786611908,0.023717213196981387,0.04696791631168662,0.023717213196981387,0.04696791631168662,off_0.015_0.030,off_0.015_0.030,0.0010233619582972356,0.005682507258218165,0.0049700746312737465,0.003210941329598427,-0.0014038907829672098,0.02790138405925516,0.012,0.01590138405925516
53,730053,success,True,False,False,26,164.28193594271914,0.0049348015182733625,0.007795044858932898,0.0049348015182733625,0.006099183003612341,aligned_<0.005,aligned_<0.005,0.001883519643272918,0.004883176086145015,0.004511636681854725,0.00032313866540789604,0.0016790716908872128,0.027990557297957852,0.012,0.015990557297957852
54,730054,success,True,False,False,38,192.17814931559604,0.004831676389800042,0.007852590122285341,0.004831676389800042,0.006953667303734812,aligned_<0.005,aligned_<0.005,0.0028131584036409072,0.005089688225428886,0.004953713156282902,-0.0005788393318653107,0.002378387376666069,0.025854255567212655,0.012,0.013854255567212655
55,730055,collision,False,True,False,13,-306.45615808795213,0.09093010986112574,0.005919995853723381,0.06318370690688732,0.005919995853723381,far_>=0.030,far_>=0.030,0.0016272972302081494,0.006094681653882755,0.004999252036213875,0.00014137756079435349,0.002728025894612074,0.02557666059547849,0.012,0.01357666059547849
56,730056,success,True,False,False,10,136.3228229989084,0.004833101572278727,0.006323707376183263,0.0034570014244113224,0.005168403169354185,aligned_<0.005,aligned_<0.005,-0.0010174877941608429,0.005349227765096715,0.004793709143996239,-0.0021547924261540174,0.00465544406324625,0.026780706213014253,0.012,0.014780706213014253
57,730057,success,True,False,False,22,139.09081833894038,0.004925705559390494,0.007817234105840343,0.004925705559390494,0.0039250379642861155,aligned_<0.005,aligned_<0.005,-0.000164332968944853,0.0051970179137701975,0.004503700882196426,-0.0021603626664727926,0.0035047121345996857,0.028992079009624402,0.012,0.016992079009624402
58,730058,success,True,False,False,13,141.524362974936,0.004731266816804314,0.0076240759694315985,0.004731266816804314,0.004632881429720959,aligned_<0.005,aligned_<0.005,0.0003614775979748139,0.006228110791833188,0.004708459600806236,0.004062939435243607,0.004340948536992073,0.027233633584776654,0.012,0.015233633584776654
59,730059,collision,False,True,False,126,-111.59333385812852,0.02121801272109469,0.07905358718548117,0.0025756886224227453,0.006938412360152024,off_0.015_0.030,aligned_<0.005,-0.0009383166334517892,0.005689836047082656,-0.00499982014298439,0.004999999888241291,-0.004999999888241291,0.027698013385267502,0.012,0.015698013385267502
60,730060,success,True,False,False,12,141.74428070253717,0.0034511849136766477,0.009338958836030864,0.0034511849136766477,0.004442619217948196,aligned_<0.005,aligned_<0.005,-0.0002521383576095104,0.006459103567798357,0.004990114830434322,-0.002038476523011923,0.004696820862591267,0.02826671219317764,0.012,0.01626671219317764
61,730061,success,True,False,False,9,130.5323923244929,0.0037593079595013724,0.005248674592345903,0.0037593079595013724,0.005248674592345903,aligned_<0.005,aligned_<0.005,-0.0015316190611984995,0.00568405350616415,0.004239835776388645,0.0029041413217782974,0.004445856437087059,0.025277011993725333,0.012,0.013277011993725333
62,730062,collision,False,True,False,138,-112.78708366868221,0.021876934117731537,0.07003050134780398,0.0048216109541645595,0.0071823227989822325,off_0.015_0.030,aligned_<0.005,-0.0010187337461831994,0.005967234777105218,-0.0049042957834899426,0.004999998956918716,-0.004999999888241291,0.0283330920652664,0.012,0.0163330920652664
63,730063,success,True,False,False,11,132.12022899659877,0.004349936381334729,0.005982135667243482,0.004349936381334729,0.005982135667243482,aligned_<0.005,aligned_<0.005,-0.0003762896892360666,0.0049507955818565265,0.0011213906109333038,0.004688028246164322,0.003073388710618019,0.02627839474567371,0.012,0.01427839474567371
64,730064,collision,False,True,False,63,-346.76462604314906,0.1462384581684513,0.013386694284971745,0.079664309267967,0.0006366075838982743,far_>=0.030,far_>=0.030,0.004278361405585966,0.004657894448538839,0.004823792725801468,-0.0011636309791356325,0.0046067144721746445,0.02830677308281192,0.012,0.01630677308281192
65,730065,collision,False,True,False,7,-292.8699527625308,0.023697510717478425,0.04828045281032811,0.01534334853861274,0.04828045281032811,off_0.015_0.030,off_0.015_0.030,0.0009900448910359824,0.0055516081520223595,0.004836683161556721,-0.004990726709365845,-0.0015225394163280725,0.026422784073836154,0.012,0.014422784073836153
66,730066,success,True,False,False,40,204.41559563803884,0.004540124103284666,0.007966054144312729,0.0021945960015516963,0.005767976567318089,aligned_<0.005,aligned_<0.005,0.0031194522976875304,0.005236023181334393,0.004865878261625767,-0.0012318950612097979,0.0038889721035957336,0.02849901950876153,0.012,0.01649901950876153
67,730067,success,True,False,False,10,137.71471296021053,0.004710115423759253,0.006038335353676039,0.004710115423759253,0.005007207656103074,aligned_<0.005,aligned_<0.005,-0.0006438704440370202,0.005510002388916826,0.0036057624965906143,0.0036994190886616707,0.004759118892252445,0.026653125897284486,0.012,0.014653125897284486
68,730068,success,True,False,False,10,135.60241136341773,0.002183685277388681,0.008949583243404557,0.002183685277388681,0.005146059330406683,aligned_<0.005,aligned_<0.005,-0.0010813726577907801,0.004454185407672976,0.003449162468314171,0.004581324756145477,0.0048303259536623955,0.02660795574173857,0.012,0.014607955741738569
69,730069,success,True,False,False,32,172.7922787320849,0.004914562848020211,0.007814414321860474,0.004914562848020211,0.004727153626388647,aligned_<0.005,aligned_<0.005,0.002118841395713389,0.004387352811508495,0.0044090282171964645,-0.0006818477995693684,0.0025386521592736244,0.027232478571617934,0.012,0.015232478571617934
70,730070,success,True,False,False,13,139.26005504251535,0.004669662712790095,0.00785829413691952,0.004669662712790095,0.004668905412241853,aligned_<0.005,aligned_<0.005,-0.0002550994260953023,0.004887318327407727,0.00451277382671833,0.00204565841704607,0.003992212004959583,0.026322851926332373,0.012,0.014322851926332373
71,730071,success,True,False,False,32,168.1709937003146,0.00490655728689447,0.0078947105635786,0.00490655728689447,0.00572891355908034,aligned_<0.005,aligned_<0.005,0.0025927888564183377,0.003604814364818746,0.0017425445839762688,-0.0009683449752628803,0.003996571525931358,0.0277239189514091,0.012,0.0157239189514091
72,730072,success,True,False,False,7,132.86793604352542,0.004680765414971279,0.004588060292120666,0.0036325923662290684,0.004588060292120666,aligned_<0.005,aligned_<0.005,-0.0047435742204210585,0.005620452860133786,0.004896512255072594,-0.002368584740906954,-0.003486108733341098,0.028165135647850496,0.012,0.016165135647850496
73,730073,success,True,False,False,33,170.48479465516985,0.004937567638454707,0.007781589749559004,0.0032356720624316096,0.006959766362755748,aligned_<0.005,aligned_<0.005,0.0020045147517300916,0.004994172178196049,0.004697241820394993,-0.0017074691131711006,0.001090741716325283,0.027961123534523492,0.012,0.015961123534523492
74,730074,collision,False,True,False,17,-324.34949648437606,0.10481229263514526,0.017214627101672098,0.055846829468591715,0.006187007078236828,far_>=0.030,far_>=0.030,0.0011172077810282215,0.005701707803592843,0.0030700070783495903,0.004108281806111336,-0.0024324655532836914,0.025128949642111705,0.012,0.013128949642111705
75,730075,success,True,False,False,11,138.51788018868936,0.004592257838629143,0.008492922854006824,0.004592257838629143,0.006434351315656617,aligned_<0.005,aligned_<0.005,-7.773334668441252e-05,0.005478530843808589,0.004756704904139042,0.003974262624979019,0.0040358128026127815,0.026271042669959898,0.012,0.014271042669959898
76,730076,success,True,False,False,13,141.80407462685088,0.001375424850388798,0.008094796833988505,0.001375424850388798,0.006560089908810296,aligned_<0.005,aligned_<0.005,0.0008808732247696473,0.005700139146262916,0.004841824993491173,0.0033530183136463165,0.003555574454367161,0.026311209752004638,0.012,0.014311209752004637
77,730077,success,True,False,False,13,146.5725946884521,0.0048186553183341245,0.007964067527414853,0.0048186553183341245,0.005496689863389248,aligned_<0.005,aligned_<0.005,0.0006629497600862613,0.005101755286585931,0.004521720111370087,0.0008724424988031387,0.004353789612650871,0.028506959851735254,0.012,0.016506959851735253
78,730078,collision,False,True,False,22,-319.5053952790086,0.10797708758027544,0.015549971115980665,0.0495844465920301,0.001682967984309336,far_>=0.030,far_>=0.030,0.0035203978715633803,0.005417280973404327,0.000945177860558033,0.004274291917681694,0.002927628345787525,0.026444099113824154,0.012,0.014444099113824153
79,730079,success,True,False,False,15,148.54146144408895,0.00477346883326151,0.008029604565692239,0.0015206555106026369,0.005584398530762091,aligned_<0.005,aligned_<0.005,0.0008964743620405595,0.0052669973767848904,0.004231329075992107,-0.0013405955396592617,0.004064891487360001,0.025666276232575995,0.012,0.013666276232575995
80,730080,success,True,False,False,13,146.63631757374534,0.004727295222363281,0.007885621433522783,0.004472749972423237,0.006621772524515124,aligned_<0.005,aligned_<0.005,0.0010412561957939314,0.005864564824918219,0.004976052790880203,1.4494638890028e-05,0.0045496029779314995,0.02703337904833533,0.012,0.015033379048335328
81,730081,collision,False,True,False,9,-291.4003716730224,0.02998547120892665,0.049437373320282196,0.02998547120892665,0.049437373320282196,off_0.015_0.030,off_0.015_0.030,0.0031593690833283793,0.003825608771021005,0.003340332768857479,0.0003611613065004349,0.0019438304007053375,0.025715684500804047,0.012,0.013715684500804046
82,730082,collision,False,True,False,122,-108.6717037548502,0.021146687426885673,0.07866377940730396,0.003036897888789496,0.006258143567111851,off_0.015_0.030,aligned_<0.005,-0.0006650953179561213,0.005714095206144694,-0.004999987781047821,0.004999999888241291,-0.004999999888241291,0.027862380348410893,0.012,0.015862380348410893
83,730083,collision,False,True,False,84,-183.54751632526308,0.02012750388766118,0.014544884321077811,0.006351993436548096,0.0053334917968824724,off_0.015_0.030,near_0.005_0.015,0.00414735639822625,0.006755172714356176,0.004999998025596142,-0.004831069149076939,0.004997560754418373,0.026764103102803978,0.012,0.014764103102803978
84,730084,success,True,False,False,32,182.785992209701,0.0049037959905653935,0.007844997362889017,0.0049037959905653935,0.005547091821772265,aligned_<0.005,aligned_<0.005,0.002542705762607511,0.005072598453276629,0.004932188428938389,0.0002985703758895397,0.0031768502667546272,0.02662115205665078,0.012,0.01462115205665078
85,730085,collision,False,True,False,132,-153.93028359560466,0.033126321687594475,0.064245110279329,0.004221087792461351,0.005430219617882925,far_>=0.030,aligned_<0.005,-4.46842433038083e-05,0.005184832330351542,-0.004978515207767487,0.004999997094273567,-0.004999999422580004,0.027047995652563658,0.012,0.015047995652563657
86,730086,collision,False,True,False,39,-319.9715651110295,0.1418438425352364,0.01524332852040955,0.031225234629520298,0.004601848485471183,far_>=0.030,far_>=0.030,0.0034392493036695016,0.005014714302476251,0.00060633709654212,0.0021575498394668102,-0.0013940560165792704,0.026102229852460863,0.012,0.014102229852460863
87,730087,collision,False,True,False,85,-234.68319668407275,0.020149309459845006,0.01774815609179692,0.004658619253901919,0.005153297809463608,off_0.015_0.030,aligned_<0.005,0.0021178821019609186,0.005895740595954595,0.004997280426323414,0.0017659286968410015,0.003213866613805294,0.026552480633249706,0.012,0.014552480633249706
88,730088,success,True,False,False,13,140.3349083498434,0.0009948779142609037,0.007973586654242415,0.0009948779142609037,0.006684820034348005,aligned_<0.005,aligned_<0.005,0.0010105971640978868,0.005333467721171963,0.00379154272377491,0.00391977746039629,0.0038869548588991165,0.026842516937545052,0.012,0.014842516937545052
89,730089,success,True,False,False,11,132.04078252385875,0.0022162132329918214,0.008034696467727587,0.0022162132329918214,0.005021895320928782,aligned_<0.005,aligned_<0.005,-0.0019146099432625554,0.006411382137105796,0.00497844722121954,-0.003901088610291481,0.004464784637093544,0.028109232649570583,0.012,0.016109232649570582
90,730090,success,True,False,False,15,140.3204667713258,0.0031518632287745865,0.007972047745457123,0.0031518632287745865,0.004550737556115347,aligned_<0.005,aligned_<0.005,-0.00013555209152400495,0.005844472754954899,0.0027998602017760277,0.004189475439488888,0.0012817108072340488,0.0258328010705982,0.012,0.0138328010705982
