episode,seed,outcome,success,collision,timeout,steps,episode_return,final_dist_xy,final_dist_z,min_dist_xy,min_dist_z,final_xy_bucket,min_xy_bucket,mean_action_z,mean_action_xy_norm,last_action_x,last_action_y,last_action_z,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,scale_bucket,noise_bucket,delay_bucket,filter_bucket,joint_bucket,hole_half_size,peg_radius,hole_clearance
107,820107,collision,False,True,False,7,-289.8818954968065,0.044646941468414525,0.04937766407889321,0.044646941468414525,0.04937766407889321,far_>=0.030,far_>=0.030,0.0034172115847468376,0.0061357793493145695,-0.004999453201889992,-0.004951040726155043,0.004231621511280537,1.0203963068986568,1.666389582255672e-05,2,0.6234707596388236,mid_0.90_1.10,low_<0.00025,delay_2,low_<0.70,delay_2|low_<0.70|mid_0.90_1.10|low_<0.00025,0.028121402443607682,0.011828657738254712,0.01629274470535297
108,820108,success,True,False,False,15,139.06975760284917,0.0048015714183238965,0.007912591262585145,0.004528029544960506,0.004687401062950958,aligned_<0.005,aligned_<0.005,0.0012826112719873588,0.005355959221837476,0.004657836630940437,-0.0029184632003307343,0.0038500595837831497,0.9928182423753311,0.0002866176340524933,0,0.9332909569795793,mid_0.90_1.10,mid_0.00025_0.00055,delay_0,high_>=0.85,delay_0|high_>=0.85|mid_0.90_1.10|mid_0.00025_0.00055,0.02711248123856074,0.011933141927992368,0.015179339310568373
109,820109,success,True,False,False,17,146.12428147068584,0.004038990718451795,0.008125363409961839,0.0026028856915411187,0.005413227859469738,aligned_<0.005,aligned_<0.005,0.0012729833012118058,0.005606060792018057,0.0031687840819358826,-0.0007499339990317822,0.003166843205690384,1.1552455778415442,0.0002791570890881279,0,0.664495436046082,high_>1.10,mid_0.00025_0.00055,delay_0,low_<0.70,delay_0|low_<0.70|high_>1.10|mid_0.00025_0.00055,0.02594556797606342,0.011808138033660974,0.014137429942402446
110,820110,collision,False,True,False,7,-290.82694454059737,0.0434119668686437,0.048598288502371356,0.0434119668686437,0.048598288502371356,far_>=0.030,far_>=0.030,0.0031604355733309475,0.005658832045770695,-0.004986790008842945,-0.004680057987570763,0.004210703074932098,1.1709048914743785,7.456338580567863e-05,2,0.8120005038819351,high_>1.10,low_<0.00025,delay_2,mid_0.70_0.85,delay_2|mid_0.70_0.85|high_>1.10|low_<0.00025,0.02762825307842244,0.011695169244420687,0.015933083834001754
111,820111,success,True,False,False,21,149.50255855489223,0.0028067290742348925,0.0076044564596182695,0.0028067290742348925,0.006909333168430343,aligned_<0.005,aligned_<0.005,0.0020753218393240657,0.005891896839780433,0.0022713541984558105,-0.0030685581732541323,0.0023463619872927666,1.16023387952312,0.0002644780286691619,1,0.8889126313297154,high_>1.10,mid_0.00025_0.00055,delay_1,high_>=0.85,delay_1|high_>=0.85|high_>1.10|mid_0.00025_0.00055,0.02897897020269392,0.011708802730846096,0.017270167471847824
112,820112,success,True,False,False,19,156.26106595786834,0.001593835536624415,0.007926843508871295,0.001593835536624415,0.007269270094889313,aligned_<0.005,aligned_<0.005,0.003410292997662174,0.006425746866628874,0.004929404705762863,0.004255576059222221,0.004490876570343971,0.9751750862418823,0.00047460992603159816,0,0.6038779434116494,mid_0.90_1.10,mid_0.00025_0.00055,delay_0,low_<0.70,delay_0|low_<0.70|mid_0.90_1.10|mid_0.00025_0.00055,0.026921681888794305,0.011962776949927706,0.0149589049388666
113,820113,success,True,False,False,15,132.0512644710371,0.004052504952251651,0.008413294987019482,0.004052504952251651,0.005024515851643208,aligned_<0.005,aligned_<0.005,0.000560158072039485,0.005692212444418116,0.0032069971784949303,0.0045942096039652824,0.00436050072312355,1.0239024187449122,0.0005895724158877892,1,0.8958004339813117,mid_0.90_1.10,high_>=0.00055,delay_1,high_>=0.85,delay_1|high_>=0.85|mid_0.90_1.10|high_>=0.00055,0.02855627022341165,0.012492653724708438,0.01606361649870321
114,820114,collision,False,True,False,7,-289.33993352637657,0.025258510818509775,0.04786438881805832,0.025258510818509775,0.04786438881805832,off_0.015_0.030,off_0.015_0.030,0.0030511480623057912,0.005533955354917855,0.004993759095668793,0.0022242949344217777,0.004924429580569267,0.9984300011680723,0.0006857523855575244,1,0.72896843711148,mid_0.90_1.10,high_>=0.00055,delay_1,mid_0.70_0.85,delay_1|mid_0.70_0.85|mid_0.90_1.10|high_>=0.00055,0.027883132115124543,0.012490733143462232,0.015392398971662311
115,820115,collision,False,True,False,7,-294.83711633681816,0.027290000746326416,0.04855631466678967,0.01849466912441738,0.04855631466678967,off_0.015_0.030,off_0.015_0.030,0.003211644943803549,0.006019526709100595,0.004978965036571026,-0.004945847205817699,0.003839947283267975,1.0395098527298978,0.00018590805050313107,2,0.6061811175250432,mid_0.90_1.10,low_<0.00025,delay_2,low_<0.70,delay_2|low_<0.70|mid_0.90_1.10|low_<0.00025,0.026753325040834757,0.011965007226170152,0.014788317814664605
116,820116,success,True,False,False,9,133.5076704145271,0.00461326157699719,0.009522850964488683,0.00461326157699719,0.009522850964488683,aligned_<0.005,aligned_<0.005,-0.000213666172284219,0.00510619593195091,0.004682901315391064,0.002298166509717703,0.004050821997225285,0.8321973518136623,0.0006212671511518346,0,0.6370847592628117,low_<0.90,high_>=0.00055,delay_0,low_<0.70,delay_0|low_<0.70|low_<0.90|high_>=0.00055,0.02515706021970873,0.011920650114771024,0.013236410104937705
117,820117,timeout,False,False,True,200,246.0696460058186,0.018641728877202498,0.07560955545795689,0.0037741444687529138,0.005942011582190432,off_0.015_0.030,aligned_<0.005,0.0007888982468284666,0.004213658909887177,-0.004929727874696255,0.004999997094273567,-0.004993765149265528,0.8331927116130927,0.0007668194810093579,0,0.605942765125621,low_<0.90,high_>=0.00055,delay_0,low_<0.70,delay_0|low_<0.70|low_<0.90|high_>=0.00055,0.027861353030874374,0.012366778255471795,0.01549457477540258
118,820118,collision,False,True,False,5,-303.9690156659844,0.051688130777661496,0.04948845766942156,0.04985753100259076,0.04948845766942156,far_>=0.030,far_>=0.030,-0.00027261069044470787,0.006006895581160715,-0.004334224853664637,0.0030384184792637825,0.0021068984642624855,0.9207991733532951,0.0004466346123705347,2,0.688700174581881,mid_0.90_1.10,mid_0.00025_0.00055,delay_2,low_<0.70,delay_2|low_<0.70|mid_0.90_1.10|mid_0.00025_0.00055,0.025618456583120824,0.012259225319314141,0.013359231263806682
119,820119,success,True,False,False,38,196.86369686355323,0.004975474845260096,0.007512756002891696,0.004126641314396628,0.005475158860233309,aligned_<0.005,aligned_<0.005,0.0033580994196726302,0.004301223622841656,0.0031369375064969063,-0.0008080350235104561,0.004485257901251316,0.9968968392568922,0.0003692576969024977,0,0.8543444428839426,mid_0.90_1.10,mid_0.00025_0.00055,delay_0,high_>=0.85,delay_0|high_>=0.85|mid_0.90_1.10|mid_0.00025_0.00055,0.02518100050043384,0.011609033550119297,0.013571966950314542
120,820120,success,True,False,False,25,148.00888433643297,0.0016459247496833722,0.008380259080854824,0.0008176600343006717,0.008380259080854824,aligned_<0.005,aligned_<0.005,0.0033143872022628786,0.006110759510753176,0.004947374574840069,0.004307836294174194,0.004791480489075184,0.906446082686981,0.0006744938325322826,1,0.9644140851242436,mid_0.90_1.10,high_>=0.00055,delay_1,high_>=0.85,delay_1|high_>=0.85|mid_0.90_1.10|high_>=0.00055,0.026076163551077208,0.012394822250646675,0.013681341300430533
121,820121,success,True,False,False,23,162.89743147500474,0.00496579310706166,0.008091096372895068,0.00496579310706166,0.006864139212569342,aligned_<0.005,aligned_<0.005,0.0021973341885630202,0.0035385267980565242,0.0007280129939317703,0.0018028789199888706,0.002838069573044777,1.1653830274174317,0.00028060821372119017,0,0.9413043350869842,high_>1.10,mid_0.00025_0.00055,delay_0,high_>=0.85,delay_0|high_>=0.85|high_>1.10|mid_0.00025_0.00055,0.026474605331903423,0.01219708498968738,0.014277520342216044
122,820122,success,True,False,False,45,189.63490228363156,0.0008770235711295284,0.008335065685238119,0.0008770235711295284,0.006840764882160011,aligned_<0.005,aligned_<0.005,0.0034562630164954398,0.005929289080043677,0.004685993306338787,0.0013648848980665207,0.004318908788263798,1.1515201302971891,0.00029844905301791206,1,0.8981398336378884,high_>1.10,mid_0.00025_0.00055,delay_1,high_>=0.85,delay_1|high_>=0.85|high_>1.10|mid_0.00025_0.00055,0.028377871230182015,0.01237048319015533,0.016007388040026684
123,820123,collision,False,True,False,8,-286.3356706831908,0.02094026262201769,0.04766229398475008,0.015528713466429112,0.04766229398475008,off_0.015_0.030,off_0.015_0.030,0.0025968881091102958,0.006754876320756914,0.004438972100615501,0.004932503215968609,-0.0009684120304882526,1.136365266950433,0.0007721327192036695,1,0.5582319378874931,high_>1.10,high_>=0.00055,delay_1,low_<0.70,delay_1|low_<0.70|high_>1.10|high_>=0.00055,0.02593917621837837,0.012263682097170112,0.013675494121208257
124,820124,collision,False,True,False,8,-288.8554610815918,0.035987352410522824,0.04985189428726544,0.035987352410522824,0.04985189428726544,far_>=0.030,far_>=0.030,0.004281088477000594,0.0058916842492228675,0.004997693933546543,-0.0049794684164226055,0.004914053715765476,1.0484537485026317,0.0006864747705917453,1,0.6248818327452497,mid_0.90_1.10,high_>=0.00055,delay_1,low_<0.70,delay_1|low_<0.70|mid_0.90_1.10|high_>=0.00055,0.02873629184135059,0.012057355333259908,0.016678936508090682
