episode,step,reward,episode_return,terminated,truncated,success,collision,dist_xy,dist_z,shaped_distance,desired_z,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,fixture_height_offset,table_height_offset,hole_half_size,peg_radius,contact_friction_multiplier,contact_solref_time_multiplier,contact_solref_damping_multiplier,contact_solimp_width_multiplier,joint_damping_multiplier,actuator_kp_multiplier,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,policy_action_x,policy_action_y,policy_action_z,commanded_action_x,commanded_action_y,commanded_action_z,applied_action_x,applied_action_y,applied_action_z,hole_center_offset_0,hole_center_offset_1
1,0,0.0,0.0,False,False,False,False,0.04241204647184515,0.07759923013299552,0.10587392778089232,0.7065493952957935,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5926979184150696,0.047985777258872986,0.7275992035865784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2.7239194882695763,2.7239194882695763,False,False,False,False,0.03937108193846747,0.07675249686042807,0.10299988481940642,0.7024947759179566,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5903084874153137,0.05073323845863342,0.726752519607544,-0.004983093123883009,0.00397576205432415,-0.004329422488808632,-0.004983093123883009,0.00397576205432415,-0.004329422488808632,-0.004983093123883009,0.00397576205432415,-0.004329422488808632,0.0,0.0
1,2,2.890156047493355,5.6140755357629315,False,False,False,False,0.03223414264101363,0.07033027025364491,0.09181969868098734,0.6929788568546849,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5839700698852539,0.05530521646142006,0.7203302979469299,-0.00497984467074275,0.0037734825164079666,-0.004567565396428108,-0.00497984467074275,0.0037734825164079666,-0.004567565396428108,-0.00497984467074275,0.0037734825164079666,-0.004567565396428108,0.0,0.0
1,3,2.920853359274904,8.534928895037837,False,False,False,False,0.02266525245026138,0.06008373010150503,0.07519389840167928,0.6802203366003485,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5748028755187988,0.06017891690135002,0.7100837230682373,-0.004963134881108999,0.002440964337438345,-0.004852638579905033,-0.004963134881108999,0.002440964337438345,-0.004852638579905033,-0.004963134881108999,0.002440964337438345,-0.004852638579905033,0.0,0.0
1,4,2.772244500967091,11.307173396004927,False,False,False,False,0.011686891144669179,0.047260846122193834,0.055052106885306665,0.6655825215262255,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.563328742980957,0.06375516951084137,0.697260856628418,-0.004919960629194975,0.0003037690185010433,-0.0049356333911418915,-0.004919960629194975,0.0003037690185010433,-0.0049356333911418915,-0.004919960629194975,0.0003037690185010433,-0.0049356333911418915,0.0,0.0
1,5,2.271804304111517,13.578977700116443,False,False,False,False,0.004619208175765361,0.03290710956197651,0.03598658167915342,0.6561589442343538,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5495728254318237,0.06422527879476547,0.6829071044921875,-0.004829907324165106,-0.0037073767744004726,-0.0049430252984166145,-0.004829907324165106,-0.0037073767744004726,-0.0049430252984166145,-0.004829907324165106,-0.0037073767744004726,-0.0049430252984166145,0.0,0.0
1,6,2.0267393462775005,15.605717046393943,False,False,False,False,0.012879923278725051,0.018145237635533107,0.02673185315468317,0.6671732310383001,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5393839478492737,0.062176551669836044,0.6681452393531799,0.00389877799898386,-0.004369121044874191,-0.004169722553342581,0.00389877799898386,-0.004369121044874191,-0.004169722553342581,0.00389877799898386,-0.004369121044874191,-0.004169722553342581,0.0,0.0
1,7,1.513848096888034,17.119565143281978,False,False,False,False,0.016586727101662434,0.00577373461970887,0.0495153557191659,0.6721156361355499,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.535584568977356,0.05934259295463562,0.6557737588882446,0.004991935566067696,-0.0029538364615291357,0.002544605638831854,0.004991935566067696,-0.0029538364615291357,0.002544605638831854,0.004991935566067696,-0.0029538364615291357,0.002544605638831854,0.0,0.0
1,8,2.5806249848205955,19.700190128102573,False,False,False,False,0.016808434479229615,0.0054250062727708714,0.05060310865799451,0.6724112459723062,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5354107022285461,0.0587402805685997,0.6554250121116638,0.0049987733364105225,0.0005939225666224957,0.004573250189423561,0.0049987733364105225,0.0005939225666224957,0.004573250189423561,0.0049987733364105225,0.0005939225666224957,0.004573250189423561,0.0,0.0
1,9,2.695612239158939,22.395802367261513,False,False,False,False,0.01646236104819338,0.006904373582444778,0.047970163244866484,0.6719498147309245,1.0,0.0,0,1.0,0.0,0.0,0.045,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5521385669708252,0.06038418412208557,0.6499999761581421,0.5357444882392883,0.05888653174042702,0.656904399394989,0.004998663440346718,0.0014064870774745941,0.004610282368957996,0.004998663440346718,0.0014064870774745941,0.004610282368957996,0.004998663440346718,0.0014064870774745941,0.004610282368957996,0.0,0.0
