episode,step,control_period_sec,reward,episode_return,terminated,truncated,success,collision,dist_xy,dist_z,shaped_distance,desired_z,guard_enabled,guard_active,guard_should_activate,guard_can_activate,guard_activated,guard_down_blocked,guard_steps_since_reset,guard_min_policy_steps,guard_dist_xy,guard_z_above_target,action_limited,workspace_limited,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,pose_source,pose_frame,pose_step,pose_timestamp,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,tcp_pos_x,tcp_pos_y,tcp_pos_z,tcp_rotvec_x,tcp_rotvec_y,tcp_rotvec_z,policy_action_x,policy_action_y,policy_action_z,guarded_action_x,guarded_action_y,guarded_action_z,final_action_x,final_action_y,final_action_z,raw_action_x,raw_action_y,raw_action_z,limited_action_x,limited_action_y,limited_action_z,filtered_action_x,filtered_action_y,filtered_action_z,safe_action_x,safe_action_y,safe_action_z,env_commanded_action_x,env_commanded_action_y,env_commanded_action_z,env_applied_action_x,env_applied_action_y,env_applied_action_z,safe_target_before_clip_x,safe_target_before_clip_y,safe_target_before_clip_z,safe_target_after_clip_x,safe_target_after_clip_y,safe_target_after_clip_z
1,0,0.05,0.0,0.0,False,False,False,False,0.0,0.0700000524520874,0.0700000524520874,0.6499999761581421,True,False,False,False,False,False,0,0,nan,nan,False,False,1.0,0.0,0,1.0,tcp_csv,robot_base,0,0.0,0.550000011920929,0.05000000074505806,0.6499999761581421,0.550000011920929,0.05000000074505806,0.7200000286102295,0.550000011920929,0.05000000074505806,0.8299999833106995,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550000011920929,0.05000000074505806,0.7200000286102295,0.550000011920929,0.05000000074505806,0.7200000286102295
1,1,0.05,0.0,0.0,False,False,False,False,0.0,0.06850004196166992,0.06850004196166992,0.6499999761581421,True,True,True,True,True,False,0,0,0.0,0.0700000524520874,False,False,1.0,0.0,0,1.0,tcp_csv,robot_base,1,0.05,0.550000011920929,0.05000000074505806,0.6499999761581421,0.550000011920929,0.05000000074505806,0.718500018119812,0.550000011920929,0.05000000074505806,0.828499972820282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001500000013038516,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0006749999709427356,0.0,0.0,-0.0006749999709427801,0.0,0.0,-0.0006749999593012035,0.0,0.0,-0.0006749999593012035,0.550000011920929,0.05000000074505806,0.7193250286392867,0.550000011920929,0.05000000074505806,0.7193250286392867
1,2,0.05,0.0,0.0,False,False,False,False,0.0,0.06700003147125244,0.06700003147125244,0.6499999761581421,True,True,True,True,False,False,1,0,0.0,0.06850004196166992,False,False,1.0,0.0,0,1.0,tcp_csv,robot_base,2,0.1,0.550000011920929,0.05000000074505806,0.6499999761581421,0.550000011920929,0.05000000074505806,0.7170000076293945,0.550000011920929,0.05000000074505806,0.8270000219345093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001500000013038516,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0009449999593198477,0.0,0.0,-0.0009449999593198477,0.0,0.0,-0.0009449999779462814,0.0,0.0,-0.0009449999779462814,0.550000011920929,0.05000000074505806,0.7175550181604922,0.550000011920929,0.05000000074505806,0.7175550181604922
1,3,0.05,0.0,0.0,False,True,False,False,0.0,0.06550002098083496,0.06550002098083496,0.6499999761581421,True,True,True,True,False,False,2,0,0.0,0.06700003147125244,False,False,1.0,0.0,0,1.0,tcp_csv,robot_base,3,0.15,0.550000011920929,0.05000000074505806,0.6499999761581421,0.550000011920929,0.05000000074505806,0.715499997138977,0.550000011920929,0.05000000074505806,0.8255000114440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001500000013038516,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0011249999515712261,0.0,0.0,-0.0010529999546706748,0.0,0.0,-0.0010529999546706748,0.0,0.0,-0.0010529999854043126,0.0,0.0,-0.0010529999854043126,0.550000011920929,0.05000000074505806,0.7159470076747239,0.550000011920929,0.05000000074505806,0.7159470076747239
