episode,step,reward,episode_return,terminated,truncated,guard_enabled,guard_active,guard_should_activate,guard_can_activate,guard_activated,guard_down_blocked,guard_steps_since_reset,guard_min_policy_steps,guard_dist_xy,guard_z_above_target,success,collision,dist_xy,dist_z,shaped_distance,desired_z,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,fixture_height_offset,table_height_offset,hole_half_size,peg_radius,contact_friction_multiplier,contact_solref_time_multiplier,contact_solref_damping_multiplier,contact_solimp_width_multiplier,joint_damping_multiplier,actuator_kp_multiplier,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,policy_action_x,policy_action_y,policy_action_z,guarded_action_x,guarded_action_y,guarded_action_z,final_action_x,final_action_y,final_action_z,commanded_action_x,commanded_action_y,commanded_action_z,applied_action_x,applied_action_y,applied_action_z,hole_center_offset_0,hole_center_offset_1
1,0,0.0,0.0,False,False,True,False,False,False,False,False,-1,0,nan,nan,False,False,0.06901488624782615,0.12045720112097291,0.15848697361662523,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5459671020507812,0.08589214831590652,0.7704572081565857,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.8318947764594224,1.8318947764594224,False,False,True,False,False,True,False,False,0,0,0.06901488624782615,0.1204572319984436,False,False,0.06864228577117898,0.11963291789829855,0.15691748944065653,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5456229448318481,0.08551377058029175,0.7696329355239868,-0.0014976214151829481,-0.004651663359254599,-0.0031738902907818556,nan,nan,nan,-0.0014976214151829481,-0.004651663359254599,-0.0031738902907818556,-0.0014976214151829481,-0.004651663359254599,-0.0031738902907818556,-0.0014976214151829481,-0.004651663359254599,-0.0031738902907818556,0.0,0.0
1,2,1.8429990831552567,3.674893859614679,False,False,True,False,False,True,False,False,1,0,0.06864228577117898,0.11963295936584473,False,False,0.06817002661652206,0.11862254577276321,0.15496259900580736,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5452426671981812,0.08503301441669464,0.7686225175857544,-0.001500687561929226,-0.0046711331233382225,-0.0032135399524122477,nan,nan,nan,-0.001500687561929226,-0.0046711331233382225,-0.0032135399524122477,-0.001500687561929226,-0.0046711331233382225,-0.0032135399524122477,-0.001500687561929226,-0.0046711331233382225,-0.0032135399524122477,0.0,0.0
1,3,1.7978936442217703,5.472787503836449,False,False,True,False,False,True,False,False,2,0,0.06817002661652206,0.1186225414276123,False,False,0.06770258753304646,0.11762936539992175,0.1530345404660147,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5448825359344482,0.08455544710159302,0.7676293849945068,-0.0012307730503380299,-0.004633834585547447,-0.002968768123537302,nan,nan,nan,-0.0012307730503380299,-0.004633834585547447,-0.002968768123537302,-0.0012307730503380299,-0.004633834585547447,-0.002968768123537302,-0.0012307730503380299,-0.004633834585547447,-0.002968768123537302,0.0,0.0
1,4,1.7990453966077622,7.2718329004442115,False,False,True,False,False,True,False,False,3,0,0.06770258753304646,0.11762940883636475,False,False,0.06723903654467744,0.1166334466347746,0.1511115197241295,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5445241332054138,0.08407974988222122,0.7666334509849548,-0.0012611467391252518,-0.004621073137968779,-0.003118007443845272,nan,nan,nan,-0.0012611467391252518,-0.004621073137968779,-0.003118007443845272,-0.0012611467391252518,-0.004621073137968779,-0.003118007443845272,-0.0012611467391252518,-0.004621073137968779,-0.003118007443845272,0.0,0.0
1,5,1.8015697368331596,9.073402637277372,False,False,True,False,False,True,False,False,4,0,0.06723903654467744,0.11663347482681274,False,False,0.06678121017836912,0.11561625200135062,0.14917867235808888,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.544167160987854,0.0836077481508255,0.765616238117218,-0.0012255758047103882,-0.004583694040775299,-0.003399727400392294,nan,nan,nan,-0.0012255758047103882,-0.004583694040775299,-0.003399727400392294,-0.0012255758047103882,-0.004583694040775299,-0.003399727400392294,-0.0012255758047103882,-0.004583694040775299,-0.003399727400392294,0.0,0.0
1,6,1.7834484943317566,10.856851131609128,False,False,True,False,False,True,False,False,5,0,0.06678121017836912,0.11561626195907593,False,False,0.06632664423042198,0.11458918857107592,0.1472424770319199,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.543791651725769,0.08313601464033127,0.7645891904830933,-0.0014515805523842573,-0.004570481833070517,-0.0034328685142099857,nan,nan,nan,-0.0014515805523842573,-0.004570481833070517,-0.0034328685142099857,-0.0014515805523842573,-0.004570481833070517,-0.0034328685142099857,-0.0014515805523842573,-0.004570481833070517,-0.0034328685142099857,0.0,0.0
1,7,1.7603394228195435,12.61719055442867,False,False,True,False,False,True,False,False,6,0,0.06632664423042198,0.11458921432495117,False,False,0.06587443027992851,0.11357420268270102,0.14532306324255806,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5434101819992065,0.08266393095254898,0.7635741829872131,-0.0014590306673198938,-0.004580055829137564,-0.00326774874702096,nan,nan,nan,-0.0014590306673198938,-0.004580055829137564,-0.00326774874702096,-0.0014590306673198938,-0.004580055829137564,-0.00326774874702096,-0.0014590306673198938,-0.004580055829137564,-0.00326774874702096,0.0,0.0
1,8,1.7079281783716234,14.325118732800295,False,False,True,False,False,True,False,False,7,0,0.06587443027992851,0.11357420682907104,False,False,0.06542930674091205,0.11257672685098252,0.14343534033280664,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5430210828781128,0.08219597488641739,0.762576699256897,-0.001548804808408022,-0.004520453978329897,-0.003089429810643196,nan,nan,nan,-0.001548804808408022,-0.004520453978329897,-0.003089429810643196,-0.001548804808408022,-0.004520453978329897,-0.003089429810643196,-0.001548804808408022,-0.004520453978329897,-0.003089429810643196,0.0,0.0
1,9,1.6959093097022893,16.021028042502586,False,False,True,False,False,True,False,False,8,0,0.06542930674091205,0.11257672309875488,False,False,0.06498783695236979,0.11159110309159381,0.1415667769963334,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5426371097564697,0.08172937482595444,0.7615910768508911,-0.0014480894897133112,-0.004529609344899654,-0.003016943344846368,nan,nan,nan,-0.0014480894897133112,-0.004529609344899654,-0.003016943344846368,-0.0014480894897133112,-0.004529609344899654,-0.003016943344846368,-0.0014480894897133112,-0.004529609344899654,-0.003016943344846368,0.0,0.0
1,10,1.67849867843949,17.699526720942075,False,False,True,False,False,True,False,False,9,0,0.06498783695236979,0.11159110069274902,False,False,0.0645472706197564,0.11061705689312051,0.13971159813263334,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5422462224960327,0.08126052469015121,0.7606170773506165,-0.0015462839510291815,-0.004547955002635717,-0.002882346510887146,nan,nan,nan,-0.0015462839510291815,-0.004547955002635717,-0.002882346510887146,-0.0015462839510291815,-0.004547955002635717,-0.002882346510887146,-0.0015462839510291815,-0.004547955002635717,-0.002882346510887146,0.0,0.0
1,11,1.6749669784766117,19.374493699418686,False,False,True,False,False,True,False,False,10,0,0.0645472706197564,0.11061710119247437,False,False,0.0641102099926869,0.10964432266833557,0.1378647426537094,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5418772101402283,0.08079414069652557,0.7596443295478821,-0.001236269949004054,-0.004535256884992123,-0.0029624735470861197,nan,nan,nan,-0.001236269949004054,-0.004535256884992123,-0.0029624735470861197,-0.001236269949004054,-0.004535256884992123,-0.0029624735470861197,-0.001236269949004054,-0.004535256884992123,-0.0029624735470861197,0.0,0.0
1,12,1.6435463002330506,21.018039999651737,False,False,True,False,False,True,False,False,11,0,0.0641102099926869,0.10964435338973999,False,False,0.06367639422528969,0.10867800216817469,0.1360307906187541,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5415148138999939,0.08032901585102081,0.7586780190467834,-0.001203753985464573,-0.0045038447715342045,-0.002836462575942278,nan,nan,nan,-0.001203753985464573,-0.0045038447715342045,-0.002836462575942278,-0.001203753985464573,-0.0045038447715342045,-0.002836462575942278,-0.001203753985464573,-0.0045038447715342045,-0.002836462575942278,0.0,0.0
1,13,1.6409616307695927,22.65900163042133,False,False,True,False,False,True,False,False,12,0,0.06367639422528969,0.10867804288864136,False,False,0.06324323720418647,0.10772485459511738,0.13421132900349034,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5411688089370728,0.0798635184764862,0.7577248811721802,-0.0009838021360337734,-0.004524311516433954,-0.002719843527302146,nan,nan,nan,-0.0009838021360337734,-0.004524311516433954,-0.002719843527302146,-0.0009838021360337734,-0.004524311516433954,-0.002719843527302146,-0.0009838021360337734,-0.004524311516433954,-0.002719843527302146,0.0,0.0
1,14,1.6013101889318737,24.260311819353202,False,False,True,False,False,True,False,False,13,0,0.06324323720418647,0.10772490501403809,False,False,0.0628139326814045,0.10679160259951936,0.1324194679623284,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5408231019973755,0.07939954847097397,0.7567915916442871,-0.0010163779370486736,-0.004485574085265398,-0.0024745832197368145,nan,nan,nan,-0.0010163779370486736,-0.004485574085265398,-0.0024745832197368145,-0.0010163779370486736,-0.004485574085265398,-0.0024745832197368145,-0.0010163779370486736,-0.004485574085265398,-0.0024745832197368145,0.0,0.0
1,15,1.5752268004379726,25.835538619791173,False,False,True,False,False,True,False,False,14,0,0.0628139326814045,0.10679161548614502,False,False,0.062389612530120285,0.10587978644720075,0.13065901150744136,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5404776930809021,0.07893818616867065,0.7558797597885132,-0.0009943912737071514,-0.004466030281037092,-0.0022762250155210495,nan,nan,nan,-0.0009943912737071514,-0.004466030281037092,-0.0022762250155210495,-0.0009943912737071514,-0.004466030281037092,-0.0022762250155210495,-0.0009943912737071514,-0.004466030281037092,-0.0022762250155210495,0.0,0.0
1,16,1.5783844741174542,27.413923093908625,False,False,True,False,False,True,False,False,15,0,0.062389612530120285,0.1058797836303711,False,False,0.06196493233297636,0.10498512283701189,0.12891498750296465,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5401368141174316,0.0784744992852211,0.7549850940704346,-0.0009272759780287743,-0.004506315104663372,-0.0021226941607892513,nan,nan,nan,-0.0009272759780287743,-0.004506315104663372,-0.0021226941607892513,-0.0009272759780287743,-0.004506315104663372,-0.0021226941607892513,-0.0009272759780287743,-0.004506315104663372,-0.0021226941607892513,0.0,0.0
