episode,step,reward,episode_return,terminated,truncated,guard_enabled,guard_active,guard_should_activate,guard_can_activate,guard_activated,guard_down_blocked,guard_steps_since_reset,guard_min_policy_steps,guard_dist_xy,guard_z_above_target,success,collision,dist_xy,dist_z,shaped_distance,desired_z,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,fixture_height_offset,table_height_offset,hole_half_size,peg_radius,contact_friction_multiplier,contact_solref_time_multiplier,contact_solref_damping_multiplier,contact_solimp_width_multiplier,joint_damping_multiplier,actuator_kp_multiplier,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,policy_action_x,policy_action_y,policy_action_z,guarded_action_x,guarded_action_y,guarded_action_z,final_action_x,final_action_y,final_action_z,commanded_action_x,commanded_action_y,commanded_action_z,applied_action_x,applied_action_y,applied_action_z,hole_center_offset_0,hole_center_offset_1
1,0,0.0,0.0,False,False,True,False,False,False,False,False,-1,0,nan,nan,False,False,0.06901488624782615,0.12045720112097291,0.15848697361662523,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5459671020507812,0.08589214831590652,0.7704572081565857,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.6639676556949863,1.6639676556949863,False,False,True,False,False,True,False,False,0,0,0.06901488624782615,0.1204572319984436,False,False,0.06866638464403874,0.11964861731411458,0.15698138660219207,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5455726385116577,0.085536889731884,0.7696486115455627,-0.0021610104013234377,-0.004311725497245789,-0.0028970700222998857,nan,nan,nan,-0.0021610104013234377,-0.004311725497245789,-0.0028970700222998857,-0.0021610104013234377,-0.004311725497245789,-0.0028970700222998857,-0.0021610104013234377,-0.004311725497245789,-0.0028970700222998857,0.0,0.0
1,2,1.6901074457568386,3.3540751014518246,False,False,True,False,False,True,False,False,1,0,0.06866638464403874,0.11964863538742065,False,False,0.0682261982285245,0.1186630897924319,0.15511548624948093,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5451440811157227,0.08508668094873428,0.7686631083488464,-0.001976987114176154,-0.004361714236438274,-0.002966337837278843,nan,nan,nan,-0.001976987114176154,-0.004361714236438274,-0.002966337837278843,-0.001976987114176154,-0.004361714236438274,-0.002966337837278843,-0.001976987114176154,-0.004361714236438274,-0.002966337837278843,0.0,0.0
1,3,1.5851876199647372,4.939262721416561,False,False,True,False,False,True,False,False,2,0,0.0682261982285245,0.11866313219070435,False,False,0.06779644173984854,0.11770448990189875,0.15329737338159585,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5447172522544861,0.0846441239118576,0.7677044868469238,-0.0019918286707252264,-0.004230577498674393,-0.002536661457270384,nan,nan,nan,-0.0019918286707252264,-0.004230577498674393,-0.002536661457270384,-0.0019918286707252264,-0.004230577498674393,-0.002536661457270384,-0.0019918286707252264,-0.004230577498674393,-0.002536661457270384,0.0,0.0
1,4,1.6025176827647791,6.54178040418134,False,False,True,False,False,True,False,False,3,0,0.06779644173984854,0.11770451068878174,False,False,0.06736838237482642,0.11675928001847935,0.15149604476813222,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5442909598350525,0.0842004120349884,0.7667592763900757,-0.0019660494290292263,-0.004295998718589544,-0.0025407536886632442,nan,nan,nan,-0.0019660494290292263,-0.004295998718589544,-0.0025407536886632442,-0.0019660494290292263,-0.004295998718589544,-0.0025407536886632442,-0.0019660494290292263,-0.004295998718589544,-0.0025407536886632442,0.0,0.0
1,5,1.6651144201908863,8.206894824372226,False,False,True,False,False,True,False,False,4,0,0.06736838237482642,0.1167593002319336,False,False,0.06693729055468829,0.11578836660764724,0.14966294771702385,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5438781380653381,0.08375135809183121,0.7657883763313293,-0.0017938935197889805,-0.004371757619082928,-0.0029591512866318226,nan,nan,nan,-0.0017938935197889805,-0.004371757619082928,-0.0029591512866318226,-0.0017938935197889805,-0.004371757619082928,-0.0029591512866318226,-0.0017938935197889805,-0.004371757619082928,-0.0029591512866318226,0.0,0.0
1,6,1.6121652454211384,9.819060069793364,False,False,True,False,False,True,False,False,5,0,0.06693729055468829,0.11578840017318726,False,False,0.06650862300198204,0.11482252283895789,0.147839768842922,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5434562563896179,0.08330145478248596,0.7648225426673889,-0.0019277201499789953,-0.004328119568526745,-0.002706639003008604,nan,nan,nan,-0.0019277201499789953,-0.004328119568526745,-0.002706639003008604,-0.0019277201499789953,-0.004328119568526745,-0.002706639003008604,-0.0019277201499789953,-0.004328119568526745,-0.002706639003008604,0.0,0.0
1,7,1.5767256820006033,11.395785751793968,False,False,True,False,False,True,False,False,6,0,0.06650862300198204,0.11482256650924683,False,False,0.06608225184999963,0.11389143242266331,0.1460559361226626,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5430263876914978,0.08285040408372879,0.7638914585113525,-0.001982776215299964,-0.004352825693786144,-0.0023132064379751682,nan,nan,nan,-0.001982776215299964,-0.004352825693786144,-0.0023132064379751682,-0.001982776215299964,-0.004352825693786144,-0.0023132064379751682,-0.001982776215299964,-0.004352825693786144,-0.0023132064379751682,0.0,0.0
1,8,1.5391836336074918,12.934969385401459,False,False,True,False,False,True,False,False,7,0,0.06608225184999963,0.11389148235321045,False,False,0.06565957346319377,0.1129942930325828,0.14431343995897036,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.542594313621521,0.08239974826574326,0.7629942893981934,-0.0019922808278352022,-0.004347249865531921,-0.001992018660530448,nan,nan,nan,-0.0019922808278352022,-0.004347249865531921,-0.001992018660530448,-0.0019922808278352022,-0.004347249865531921,-0.001992018660530448,-0.0019922808278352022,-0.004347249865531921,-0.001992018660530448,0.0,0.0
1,9,1.518078373806405,14.453047759207864,False,False,True,False,False,True,False,False,8,0,0.06565957346319377,0.11299431324005127,False,False,0.06523870456541542,0.11212765959473103,0.1426050687255619,0.75,1.0,0.0,0,1.0,0.0,0.0,0.02,0.012,1.0,1.0,1.0,1.0,1.0,1.0,0.5469395518302917,0.01688411273062229,0.6499999761581421,0.5421634316444397,0.08194775134325027,0.7621276378631592,-0.0019638093654066324,-0.004370236769318581,-0.001691428478807211,nan,nan,nan,-0.0019638093654066324,-0.004370236769318581,-0.001691428478807211,-0.0019638093654066324,-0.004370236769318581,-0.001691428478807211,-0.0019638093654066324,-0.004370236769318581,-0.001691428478807211,0.0,0.0
