episode,step,reward,episode_return,terminated,truncated,guard_enabled,guard_active,success,collision,dist_xy,dist_z,shaped_distance,desired_z,control_action_scale_multiplier,control_action_noise_std,control_action_delay,control_action_filter_alpha,fixture_height_offset,table_height_offset,hole_half_size,peg_radius,contact_friction_multiplier,contact_solref_time_multiplier,contact_solref_damping_multiplier,contact_solimp_width_multiplier,joint_damping_multiplier,actuator_kp_multiplier,target_x,target_y,target_z,peg_tip_x,peg_tip_y,peg_tip_z,policy_action_x,policy_action_y,policy_action_z,guarded_action_x,guarded_action_y,guarded_action_z,final_action_x,final_action_y,final_action_z,commanded_action_x,commanded_action_y,commanded_action_z,applied_action_x,applied_action_y,applied_action_z,hole_center_offset_0,hole_center_offset_1
1,0,0.0,0.0,False,False,False,False,False,False,0.048873309422911314,0.07752437427310832,0.10022224457271427,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5926979184150696,0.047985777258872986,0.7275992035865784,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015017810510471463,-0.0012995287543162704
1,1,2.1984537558810997,2.1984537558810997,False,False,False,False,False,False,0.04600480153369032,0.07800060461583547,0.09400899845154513,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5873692035675049,0.04709785431623459,0.7280754446983337,-0.004940554033964872,-0.004920027684420347,0.004096155986189842,nan,nan,nan,-0.004940554033964872,-0.004920027684420347,0.004096155986189842,-0.004940554033964872,-0.004920027684420347,0.004096155986189842,-0.004582254681736231,-0.00425333809107542,0.0031907029915601015,-0.0015017810510471463,-0.0012995287543162704
1,2,2.4270957000062907,4.62554945588739,False,False,False,False,False,False,0.03853105587202039,0.076197734800864,0.08086437694317673,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5754384994506836,0.04217100515961647,0.7262725830078125,-0.004819885827600956,-0.004924142267554998,0.004171313717961311,nan,nan,nan,-0.004819885827600956,-0.004924142267554998,0.004171313717961311,-0.004819885827600956,-0.004924142267554998,0.004171313717961311,-0.004999999888241291,-0.004999999888241291,0.004303995054215193,-0.0015017810510471463,-0.0012995287543162704
1,3,2.2011385792271305,6.826688035114521,False,False,False,False,False,False,0.03300637969794697,0.07432848112664137,0.07168427826925254,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.566382110118866,0.036375220865011215,0.7244033217430115,0.0022507188841700554,-0.004959838464856148,0.004512502811849117,nan,nan,nan,0.0022507188841700554,-0.004959838464856148,0.004512502811849117,0.0022507188841700554,-0.004959838464856148,0.004512502811849117,0.001504972344264388,-0.004558315966278315,0.004483050666749477,-0.0015017810510471463,-0.0012995287543162704
1,4,2.5978105129929827,9.424498548107504,False,False,False,False,False,False,0.028275806920391944,0.07306946735531361,0.06348214648547024,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5645048022270203,0.031136754900217056,0.7231443524360657,0.004689918830990791,-0.0049886321648955345,0.0047118328511714935,nan,nan,nan,0.004689918830990791,-0.0049886321648955345,0.0047118328511714935,0.004689918830990791,-0.0049886321648955345,0.0047118328511714935,0.004999999888241291,-0.004304800182580948,0.004808993544429541,-0.0015017810510471463,-0.0012995287543162704
1,5,2.8271938206287195,12.251692368736224,False,False,False,False,False,False,0.02251519734023142,0.0720664103019828,0.05296398437848,0.7300748558598872,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5656036138534546,0.02546432800590992,0.7221412658691406,0.004923954606056213,-0.004996882285922766,0.0045496681705117226,nan,nan,nan,0.004923954606056213,-0.004996882285922766,0.0045496681705117226,0.004923954606056213,-0.004996882285922766,0.0045496681705117226,0.003973964601755142,-0.004575124476104975,0.004999999888241291,-0.0015017810510471463,-0.0012995287543162704
1,6,2.302647393832648,14.554339762568873,False,False,False,False,False,False,0.01584125694183753,0.06990619413295696,0.038223680249281924,0.7134398836272373,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.567475438117981,0.01905805803835392,0.7199810743331909,0.004681316204369068,-0.004996169358491898,0.0008502639830112457,nan,nan,nan,0.004681316204369068,-0.004996169358491898,0.0008502639830112457,0.004681316204369068,-0.004996169358491898,0.0008502639830112457,0.0038907183334231377,-0.004999999888241291,0.0004799748712684959,-0.0015017810510471463,-0.0012995287543162704
1,7,2.039363793381091,16.593703555949965,False,False,False,False,False,False,0.008825300731018402,0.06454385977196142,0.04689325830992465,0.6853760587839608,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5709228515625,0.012597008608281612,0.7146187424659729,0.004470759071409702,-0.004996325820684433,-0.003705395618453622,nan,nan,nan,0.004470759071409702,-0.004996325820684433,-0.003705395618453622,0.004470759071409702,-0.004996325820684433,-0.003705395618453622,0.00396310118958354,-0.004999999888241291,-0.004439092706888914,-0.0015017810510471463,-0.0012995287543162704
1,8,1.8919703890347257,18.48567394498469,False,False,False,False,False,False,0.002552384323724118,0.0554183154542458,0.05031354680679755,0.6602843931547837,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5731877088546753,0.005944844335317612,0.705493152141571,0.0013088416308164597,-0.0049036056734621525,-0.004888277966529131,nan,nan,nan,0.0013088416308164597,-0.0049036056734621525,-0.004888277966529131,0.0013088416308164597,-0.0049036056734621525,-0.004888277966529131,0.0013752226950600743,-0.004999999888241291,-0.004999999888241291,-0.0015017810510471463,-0.0012995287543162704
1,9,2.118364803078383,20.604038748063072,False,False,False,False,False,False,0.003823216837423664,0.043448196785759174,0.035801763110911794,0.6653677232095819,0.9541405568137911,0.0006328526955808763,0,0.9837156102399706,7.485585988724862e-05,-3.634477090628738e-05,0.028420834203034047,0.01248504341870542,1.0,1.0,1.0,1.0,1.0,1.0,0.5717830657958984,0.0038137324154376984,0.65007483959198,0.5729860663414001,0.00018470607756171376,0.6935230493545532,-0.00017322413623332977,-0.0011227906215935946,-0.004968238063156605,nan,nan,nan,-0.00017322413623332977,-0.0011227906215935946,-0.004968238063156605,-0.00017322413623332977,-0.0011227906215935946,-0.004968238063156605,0.0002533671213313937,-0.0012496770359575748,-0.004995250143110752,-0.0015017810510471463,-0.0012995287543162704
